,group,filepath,subgroup
0,DorothyDay,./data_dsicap/fake_data/DorothyDay/raw/12.html.txt,test
1,DorothyDay,./data_dsicap/fake_data/DorothyDay/raw/13.html.txt,test
2,DorothyDay,./data_dsicap/fake_data/DorothyDay/raw/2.html.txt,test
3,DorothyDay,./data_dsicap/fake_data/DorothyDay/raw/3.html.txt,test
4,DorothyDay,./data_dsicap/fake_data/DorothyDay/raw/5.html.txt,test
5,NaumanKhan,./data_dsicap/fake_data/NaumanKhan/raw/al_furqan_being_peaceful_and_greatful.docx.txt,test
6,NaumanKhan,./data_dsicap/fake_data/NaumanKhan/raw/are_you_living_a_dream.txt,test
7,NaumanKhan,./data_dsicap/fake_data/NaumanKhan/raw/be_like_the_bee.docx.txt,test
8,NaumanKhan,./data_dsicap/fake_data/NaumanKhan/raw/believers_response_by_nouman_ali_khan.txt,test
9,NaumanKhan,./data_dsicap/fake_data/NaumanKhan/raw/chronicles_of_the_sahaba_in_their_youth.docx.txt,test
10,NawDawg,./data_dsicap/fake_data/NawDawg/raw/naw_dawg.txt,test
11,NawDawg,./data_dsicap/fake_data/NawDawg/raw/yea_dawg.txt,test
12,Rabbinic,./data_dsicap/fake_data/Rabbinic/raw/where-do-you-put-your-menorah.txt,test
13,Rabbinic,./data_dsicap/fake_data/Rabbinic/raw/who-jew-revisited.txt,test
14,Rabbinic,./data_dsicap/fake_data/Rabbinic/raw/why-synagogue.txt,test
15,Rabbinic,./data_dsicap/fake_data/Rabbinic/raw/will-believe.txt,test
16,Rabbinic,./data_dsicap/fake_data/Rabbinic/raw/zerizus.txt,test
