ACLU07,3
Unitarian006,2
YV02,6
DorothyDay406,4
LiberalJudaism001,6
ISIS004,2
LiberalJudaism135,4
Rabbinic052,4
AEU010,8
YV27,5
JohnPiper413,2
ISIS009,1
LiberalJudaism069,4
SeaShepherds408,1
AEU006,6
AEU013,8
WBC294,1
JohnPiper559,4
MalcolmX011,2
WBC324,1
PastorAnderson155,1
Rabbinic011,4
Rabbinic032,4
Shepherd005,1
PastorAnderson072,1
Unitarian145,7
JohnPiper265,4
MehrBaba263,5
Rabbinic029,4
Shepherd726,2
MehrBaba048,6
JohnPiper031,3
JohnPiper008,5
ACLU10,3
PastorAnderson093,1
Rabbinic055,4
YV09,7
Rabbinic035,4
ISIS003,1
Rabbinic014,4
LiberalJudaism117,4
Rabbinic034,4
Unitarian276,3
MehrBaba097,5
YV05,4
Unitarian118,6
YV12,6
SeaShepherds400,2
SeaShepherds402,2
AEU003,8
MehrBaba002,6
LiberalJudaism109,3
Rabbinic003,4
DorothyDay399,3
Rabbinic027,4
YV16,5
Bahai07,5
DorothyDay056,3
ISIS012,1
Rabbinic026,4
Rabbinic013,4
YV50,6
Bahai14,4
JohnPiper256,3
Rabbinic042,4
LiberalJudaism023,2
JohnPiper358,1
Rabbinic051,4
LiberalJudaism031,2
Rabbinic036,4
WBC039,2
MehrBaba081,7
MehrBaba061,8
JohnPiper103,3
ACLU01,3
DorothyDay412,3
MehrBaba069,7
MehrBaba041,7
Rabbinic022,4
JohnPiper572,3
SeaShepherds397,1
Rabbinic028,4
MehrBaba228,4
ISIS008,1
Unitarian068,3
MehrBaba009,6
Rabbinic056,4
ACLU09,3
MehrBaba005,6
YV56,5
WBC410,1
ACLU05,3
DorothyDay081,3
SeaShepherds409,3
JohnPiper503,3
Rabbinic039,4
PastorAnderson089,1
JohnPiper032,3
YV45,7
Rabbinic049,4
MehrBaba231,3
Rabbinic046,4
Rabbinic009,4
MehrBaba015,7
MalcolmX002,2
MehrBaba031,5
AEU014,7
MehrBaba119,7
SeaShepherds399,3
Bahai28,6
Bahai66,5
MehrBaba147,6
LiberalJudaism140,5
LiberalJudaism016,6
ACLU06,3
YV25,3
SeaShepherds406,1
Rabbinic044,4
Bahai70,6
YV03,3
WBC156,2
LiberalJudaism059,5
JohnPiper077,3
Rabbinic002,4
LiberalJudaism120,4
Bahai01,6
SeaShepherds403,1
MehrBaba260,5
LiberalJudaism066,3
DorothyDay142,4
MehrBaba213,4
PastorAnderson144,1
MehrBaba017,6
Bahai02,5
Rabbinic050,4
DorothyDay497,4
LiberalJudaism115,2
LiberalJudaism092,3
WBC347,2
JohnPiper018,4
MehrBaba020,4
Bahai06,5
ACLU08,3
Bahai58,6
Bahai08,6
MalcolmX008,3
Rabbinic058,4
WBC265,1
LiberalJudaism153,3
Shepherd224,4
MalcolmX012,2
ACLU02,3
Unitarian219,4
MehrBaba080,5
MehrBaba052,6
DorothyDay070,5
MehrBaba032,6
Bahai42,6
YV52,5
Rabbinic005,4
ISIS006,1
Unitarian174,5
LiberalJudaism122,4
AEU008,8
Rabbinic007,4
MehrBaba123,6
Rabbinic023,4
WBC107,2
DorothyDay258,4
MehrBaba094,7
Rabbinic057,4
Shepherd404,3
MalcolmX013,2
LiberalJudaism138,3
MalcolmX006,2
YV11,8
MehrBaba074,4
LiberalJudaism060,1
Rabbinic033,4
Bahai05,6
MehrBaba028,5
Shepherd459,3
YV17,4
Unitarian270,5
SeaShepherds398,2
LiberalJudaism072,1
MalcolmX003,2
JohnPiper415,2
Bahai16,5
AEU009,8
YV34,8
DorothyDay189,3
MehrBaba007,7
Bahai17,2
Rabbinic047,4
ISIS001,1
AEU011,8
YV08,6
MehrBaba161,3
DorothyDay147,5
YV14,4
YV10,8
MehrBaba012,5
MehrBaba024,6
Bahai11,3
YV19,6
MehrBaba036,7
LiberalJudaism052,3
LiberalJudaism094,1
DorothyDay001,3
SeaShepherds396,1
LiberalJudaism093,4
Rabbinic045,4
Rabbinic018,4
MehrBaba001,6
Rabbinic024,4
Rabbinic040,4
Rabbinic016,4
YV39,1
Bahai03,5
Rabbinic041,4
ACLU04,3
Bahai53,5
SeaShepherds401,2
MalcolmX009,2
ISIS010,1
WBC423,1
LiberalJudaism144,2
MalcolmX010,2
Bahai27,4
Rabbinic001,4
Rabbinic038,4
YV07,7
YV21,4
Bahai46,1
Rabbinic006,4
Rabbinic015,4
Shepherd175,4
DorothyDay044,3
Rabbinic004,4
LiberalJudaism034,2
ISIS002,2
PastorAnderson044,2
PastorAnderson227,1
LiberalJudaism064,1
Rabbinic037,4
MehrBaba054,3
Shepherd260,3
Rabbinic054,4
YV13,5
YV54,3
JohnPiper020,4
Bahai30,4
Unitarian042,5
MehrBaba156,6
MalcolmX007,2
LiberalJudaism165,4
WBC421,1
YV47,5
Rabbinic053,4
JohnPiper250,5
Bahai24,4
JohnPiper564,4
Rabbinic021,4
ACLU03,3
LiberalJudaism075,4
Rabbinic019,4
AEU005,8
Bahai64,4
YV59,5
Shepherd358,5
LiberalJudaism091,3
Bahai21,4
SeaShepherds404,2
Rabbinic043,4
JohnPiper038,5
Bahai37,2
WBC201,1
MehrBaba064,6
DorothyDay556,5
Bahai09,6
YV06,5
AEU012,8
PastorAnderson160,1
SeaShepherds405,1
Unitarian096,5
YV42,5
DorothyDay383,5
MehrBaba058,3
JohnPiper459,3
JohnPiper104,5
LiberalJudaism046,4
ISIS007,1
WBC228,1
Rabbinic025,4
ACLU12,3
YV49,4
DorothyDay678,4
YV43,4
MehrBaba046,6
DorothyDay666,2
Bahai23,6
YV01,3
Rabbinic017,4
YV04,3
LiberalJudaism129,3
MehrBaba107,6
Rabbinic030,4
Rabbinic031,4
Unitarian260,5
SeaShepherds407,1
DorothyDay565,4
PastorAnderson018,1
Bahai04,6
Rabbinic048,4
WBC418,1
LiberalJudaism068,1
Rabbinic008,4
LiberalJudaism097,2
MalcolmX001,2
YV20,6
Rabbinic020,4
ACLU11,3
Shepherd695,4
Rabbinic012,4
ISIS011,1
Bahai45,5
PastorAnderson119,1
MehrBaba261,5
Rabbinic010,4
YV41,7
MehrBaba044,7
YV18,5
LiberalJudaism152,3
LiberalJudaism127,3
Bahai54,5
MehrBaba125,9
WBC422,1
Bahai10,6
MehrBaba162,3
MehrBaba050,3
MalcolmX004,2
