,group,filepath,subgroup
0,ACLU01,./data_dsicap_single/ACLU01/raw/ACLU01.txt,train
1,ACLU02,./data_dsicap_single/ACLU02/raw/ACLU02.txt,train
2,ACLU03,./data_dsicap_single/ACLU03/raw/ACLU03.txt,train
3,ACLU04,./data_dsicap_single/ACLU04/raw/ACLU04.txt,train
4,ACLU05,./data_dsicap_single/ACLU05/raw/ACLU05.txt,train
5,ACLU06,./data_dsicap_single/ACLU06/raw/ACLU06.txt,train
6,ACLU07,./data_dsicap_single/ACLU07/raw/ACLU07.txt,train
7,ACLU08,./data_dsicap_single/ACLU08/raw/ACLU08.txt,test
8,ACLU09,./data_dsicap_single/ACLU09/raw/ACLU09.txt,test
9,ACLU10,./data_dsicap_single/ACLU10/raw/ACLU10.txt,train
10,ACLU11,./data_dsicap_single/ACLU11/raw/ACLU11.txt,test
11,ACLU12,./data_dsicap_single/ACLU12/raw/ACLU12.txt,train
12,AEU003,./data_dsicap_single/AEU003/raw/AEU003.txt,test
13,AEU005,./data_dsicap_single/AEU005/raw/AEU005.txt,test
14,AEU006,./data_dsicap_single/AEU006/raw/AEU006.txt,train
15,AEU008,./data_dsicap_single/AEU008/raw/AEU008.txt,train
16,AEU009,./data_dsicap_single/AEU009/raw/AEU009.txt,train
17,AEU010,./data_dsicap_single/AEU010/raw/AEU010.txt,train
18,AEU011,./data_dsicap_single/AEU011/raw/AEU011.txt,train
19,AEU012,./data_dsicap_single/AEU012/raw/AEU012.txt,test
20,AEU013,./data_dsicap_single/AEU013/raw/AEU013.txt,train
21,AEU014,./data_dsicap_single/AEU014/raw/AEU014.txt,train
22,Bahai01,./data_dsicap_single/Bahai01/raw/Bahai01.txt,train
23,Bahai02,./data_dsicap_single/Bahai02/raw/Bahai02.txt,train
24,Bahai03,./data_dsicap_single/Bahai03/raw/Bahai03.txt,train
25,Bahai04,./data_dsicap_single/Bahai04/raw/Bahai04.txt,train
26,Bahai05,./data_dsicap_single/Bahai05/raw/Bahai05.txt,train
27,Bahai06,./data_dsicap_single/Bahai06/raw/Bahai06.txt,train
28,Bahai07,./data_dsicap_single/Bahai07/raw/Bahai07.txt,train
29,Bahai08,./data_dsicap_single/Bahai08/raw/Bahai08.txt,train
30,Bahai09,./data_dsicap_single/Bahai09/raw/Bahai09.txt,train
31,Bahai10,./data_dsicap_single/Bahai10/raw/Bahai10.txt,train
32,Bahai11,./data_dsicap_single/Bahai11/raw/Bahai11.txt,test
33,Bahai14,./data_dsicap_single/Bahai14/raw/Bahai14.txt,train
34,Bahai16,./data_dsicap_single/Bahai16/raw/Bahai16.txt,train
35,Bahai17,./data_dsicap_single/Bahai17/raw/Bahai17.txt,train
36,Bahai21,./data_dsicap_single/Bahai21/raw/Bahai21.txt,train
37,Bahai23,./data_dsicap_single/Bahai23/raw/Bahai23.txt,train
38,Bahai24,./data_dsicap_single/Bahai24/raw/Bahai24.txt,test
39,Bahai27,./data_dsicap_single/Bahai27/raw/Bahai27.txt,train
40,Bahai28,./data_dsicap_single/Bahai28/raw/Bahai28.txt,train
41,Bahai30,./data_dsicap_single/Bahai30/raw/Bahai30.txt,train
42,Bahai37,./data_dsicap_single/Bahai37/raw/Bahai37.txt,train
43,Bahai42,./data_dsicap_single/Bahai42/raw/Bahai42.txt,test
44,Bahai45,./data_dsicap_single/Bahai45/raw/Bahai45.txt,test
45,Bahai46,./data_dsicap_single/Bahai46/raw/Bahai46.txt,train
46,Bahai53,./data_dsicap_single/Bahai53/raw/Bahai53.txt,train
47,Bahai54,./data_dsicap_single/Bahai54/raw/Bahai54.txt,train
48,Bahai58,./data_dsicap_single/Bahai58/raw/Bahai58.txt,train
49,Bahai64,./data_dsicap_single/Bahai64/raw/Bahai64.txt,train
50,Bahai66,./data_dsicap_single/Bahai66/raw/Bahai66.txt,test
51,Bahai70,./data_dsicap_single/Bahai70/raw/Bahai70.txt,test
52,DorothyDay001,./data_dsicap_single/DorothyDay001/raw/DorothyDay001.txt,train
53,DorothyDay044,./data_dsicap_single/DorothyDay044/raw/DorothyDay044.txt,test
54,DorothyDay056,./data_dsicap_single/DorothyDay056/raw/DorothyDay056.txt,test
55,DorothyDay070,./data_dsicap_single/DorothyDay070/raw/DorothyDay070.txt,test
56,DorothyDay081,./data_dsicap_single/DorothyDay081/raw/DorothyDay081.txt,test
57,DorothyDay142,./data_dsicap_single/DorothyDay142/raw/DorothyDay142.txt,test
58,DorothyDay147,./data_dsicap_single/DorothyDay147/raw/DorothyDay147.txt,train
59,DorothyDay189,./data_dsicap_single/DorothyDay189/raw/DorothyDay189.txt,train
60,DorothyDay258,./data_dsicap_single/DorothyDay258/raw/DorothyDay258.txt,train
61,DorothyDay383,./data_dsicap_single/DorothyDay383/raw/DorothyDay383.txt,train
62,DorothyDay399,./data_dsicap_single/DorothyDay399/raw/DorothyDay399.txt,train
