,group,filepath,subgroup
0,12.html,./data_dsicap_single/12.html/raw/12.html.txt,train
1,188.html,./data_dsicap_single/188.html/raw/188.html.txt,test
2,200.html,./data_dsicap_single/200.html/raw/200.html.txt,train
3,"2001-11-11 Microbes and Peter Rabbit, Rev. Mark Belletini.htm","./data_dsicap_single/2001-11-11 Microbes and Peter Rabbit, Rev. Mark Belletini.htm/raw/2001-11-11 Microbes and Peter Rabbit, Rev. Mark Belletini.htm.txt",train
4,"2003-01-05 A Simple Faith, Rev. Mark Belletini.htm","./data_dsicap_single/2003-01-05 A Simple Faith, Rev. Mark Belletini.htm/raw/2003-01-05 A Simple Faith, Rev. Mark Belletini.htm.txt",train
5,"2004-08-29 Set Theory for Moderns, Rev. Mark Belletini.PDF","./data_dsicap_single/2004-08-29 Set Theory for Moderns, Rev. Mark Belletini.PDF/raw/2004-08-29 Set Theory for Moderns, Rev. Mark Belletini.PDF.txt",test
6,"2005-07-10 Promoting Acceptance and Spiritual Growth, James Bailey.PDF","./data_dsicap_single/2005-07-10 Promoting Acceptance and Spiritual Growth, James Bailey.PDF/raw/2005-07-10 Promoting Acceptance and Spiritual Growth, James Bailey.PDF.txt",train
7,"2006-04-09 Jesus, Rev. Mark Belletini.PDF","./data_dsicap_single/2006-04-09 Jesus, Rev. Mark Belletini.PDF/raw/2006-04-09 Jesus, Rev. Mark Belletini.PDF.txt",train
8,"2007-11-11 Spiritual Claustrophobia, Rev. Mark Belletini.PDF","./data_dsicap_single/2007-11-11 Spiritual Claustrophobia, Rev. Mark Belletini.PDF/raw/2007-11-11 Spiritual Claustrophobia, Rev. Mark Belletini.PDF.txt",train
9,"2011-12-11 Hope Not Hype, Rev. Mark Belletini.pdf","./data_dsicap_single/2011-12-11 Hope Not Hype, Rev. Mark Belletini.pdf/raw/2011-12-11 Hope Not Hype, Rev. Mark Belletini.pdf.txt",train
10,"2014-03-16 Guns Directness Controlling Sensitivity, Rev. Mark Belletini.pdf","./data_dsicap_single/2014-03-16 Guns Directness Controlling Sensitivity, Rev. Mark Belletini.pdf/raw/2014-03-16 Guns Directness Controlling Sensitivity, Rev. Mark Belletini.pdf.txt",train
11,"2014-12-07 Is Hope Simply Wishful Thinking, Rev. Mark Belletini","./data_dsicap_single/2014-12-07 Is Hope Simply Wishful Thinking, Rev. Mark Belletini/raw/2014-12-07 Is Hope Simply Wishful Thinking, Rev. Mark Belletini.txt",train
12,"2015-07-05 Privilege Unpacking the Knapsack, Morgan Patten","./data_dsicap_single/2015-07-05 Privilege Unpacking the Knapsack, Morgan Patten/raw/2015-07-05 Privilege Unpacking the Knapsack, Morgan Patten.txt",train
13,214.html,./data_dsicap_single/214.html/raw/214.html.txt,train
14,225.html,./data_dsicap_single/225.html/raw/225.html.txt,test
15,291.html,./data_dsicap_single/291.html/raw/291.html.txt,train
16,296.html,./data_dsicap_single/296.html/raw/296.html.txt,test
17,339.html,./data_dsicap_single/339.html/raw/339.html.txt,test
18,409.html,./data_dsicap_single/409.html/raw/409.html.txt,test
19,535.html,./data_dsicap_single/535.html/raw/535.html.txt,train
20,551.html,./data_dsicap_single/551.html/raw/551.html.txt,test
21,558.html,./data_dsicap_single/558.html/raw/558.html.txt,train
22,564.html,./data_dsicap_single/564.html/raw/564.html.txt,test
23,651.html,./data_dsicap_single/651.html/raw/651.html.txt,train
24,712.html,./data_dsicap_single/712.html/raw/712.html.txt,train
25,721.html,./data_dsicap_single/721.html/raw/721.html.txt,train
26,768.html,./data_dsicap_single/768.html/raw/768.html.txt,train
27,824.html,./data_dsicap_single/824.html/raw/824.html.txt,train
28,836.html,./data_dsicap_single/836.html/raw/836.html.txt,train
29,a-different-gospel-steve-shepherd-sermon-on-false-teaching-161833.asp,./data_dsicap_single/a-different-gospel-steve-shepherd-sermon-on-false-teaching-161833.asp/raw/a-different-gospel-steve-shepherd-sermon-on-false-teaching-161833.asp.txt,train
30,aba-gate,./data_dsicap_single/aba-gate/raw/aba-gate.txt,test
31,ACLU01,./data_dsicap_single/ACLU01/raw/ACLU01.txt,train
32,ACLU02,./data_dsicap_single/ACLU02/raw/ACLU02.txt,train
33,ACLU03,./data_dsicap_single/ACLU03/raw/ACLU03.txt,train
34,ACLU04,./data_dsicap_single/ACLU04/raw/ACLU04.txt,train
35,ACLU05,./data_dsicap_single/ACLU05/raw/ACLU05.txt,train
36,ACLU06,./data_dsicap_single/ACLU06/raw/ACLU06.txt,train
37,ACLU07,./data_dsicap_single/ACLU07/raw/ACLU07.txt,train
38,ACLU08,./data_dsicap_single/ACLU08/raw/ACLU08.txt,train
39,ACLU09,./data_dsicap_single/ACLU09/raw/ACLU09.txt,train
40,ACLU10,./data_dsicap_single/ACLU10/raw/ACLU10.txt,test
41,ACLU11,./data_dsicap_single/ACLU11/raw/ACLU11.txt,train
42,ACLU12,./data_dsicap_single/ACLU12/raw/ACLU12.txt,train
43,AEU-Call For Unity Following Belgium and Turkey Tragedies,./data_dsicap_single/AEU-Call For Unity Following Belgium and Turkey Tragedies/raw/AEU-Call For Unity Following Belgium and Turkey Tragedies.txt,train
44,AEU-Enough is Enough,./data_dsicap_single/AEU-Enough is Enough/raw/AEU-Enough is Enough.txt,train
45,AEU-Founding Address,./data_dsicap_single/AEU-Founding Address/raw/AEU-Founding Address.txt,train
46,AEU-Honoring World Human Rights Day All Year,./data_dsicap_single/AEU-Honoring World Human Rights Day All Year/raw/AEU-Honoring World Human Rights Day All Year.txt,train
47,AEU-Let Love Overcome Hate in Orlando,./data_dsicap_single/AEU-Let Love Overcome Hate in Orlando/raw/AEU-Let Love Overcome Hate in Orlando.txt,train
48,AEU-Some Characteristics of the American Ethical Movement,./data_dsicap_single/AEU-Some Characteristics of the American Ethical Movement/raw/AEU-Some Characteristics of the American Ethical Movement.txt,test
49,AEU-The Essential Difference Between Ethical Societies and The Churches,./data_dsicap_single/AEU-The Essential Difference Between Ethical Societies and The Churches/raw/AEU-The Essential Difference Between Ethical Societies and The Churches.txt,test
