,fileName,judgements
0,./data_dsicap/DorothyDay/raw/53.html.txt,"['Summary : Answers the assertion of a young agnostic that religion is morbid .', 'If those who spend several hours a day in prayer , and hours more in spiritual reading , as she did , in a willful search for God , had these feelings , these struggles how much more those who are scarcely touched by faith or hope ?', 'We Catholics know , with a supernatural knowledge , not with a worldly knowledge , that this is not so , just as we know the existence of God and love Him with our will , which is a power of our souls .', 'To know what she was talking about , what she meant by sin , it is necessary to understand the situation she was in .', 'The Carmelite convent was a large one , containing so many nuns that it was difficult to feed them all .', 'St.Teresa herself said that one of the reasons so many visitors came was to bring food to the nuns , and they received their callers because there was so little food in the convent that they needed to eke out their resources in that way .', 'The more her life was involved with her fellows , the more she was drawn to them , the more she felt she was drawing away from God .', 'She was making little account of venial sins , she said ; she was not avoiding the occasions of them .', 'This does not mean anything scandalous that the convent ladies sat around and received unseemly visits , ate or drank to excess ( as the monks were accused of doing ) , or indulged in vicious talk or gossip .', 'But St.Teresa had so great a desire for perfection that any time engaged in idle talk ( the most innocent idle talk ) seemed to her to be deliberately stolen from God .', 'They say of me that my courage is not slight , and it is known that God has given me a courage beyond that of a woman ; but I have made a bad use of it .', 'She told , too , of watching the hour glass , of how she was filled with distractions , of what a constant hard struggle it was to force herself prayer and spiritual reading .', 'The thing you do not understand is the elemental fact that our beginning and our last end is God .', 'I felt this despair when I lay in jail for fifteen days ( after demonstrating for the rights of political prisoners ) , contemplating the fundamental misery of human existence , a misery which would remain even if social justice were achieved and a state of Utopia prevailed .', 'For you can not pace the floor of a barred cell , or lie on your back on a hard cot watching a gleam of sunlight travel slowly , oh , so slowly , across the room , without coming to the realization that until the heart and soul of man is changed , there is no hope of happiness for him .', 'St.John of the Cross , who lived at the same time as St.Teresa and was her good friend , tells about the different stages of prayer and how the first state is the purgative state .', 'He explains how though we feel this joy and this longing of God , a joy which is so sweet that even the remembrance of it is a constant spur to us , still our own imperfections give us constant suffering and unease , and the struggle for the spiritual life is a wearisome one , and that we must not expect to find ease in prayer .', 'This lethargy comes from a consciousness of that immanence of the struggle , the fact that it is unceasing and will go on to death , and we often think that sheer thoughtless paganism would be a relief .', 'It is the struggle of the natural man against that in him that is Divine .', '( I am going to write you later about the flesh and the spirit , the sensual and the spiritual , for you have an entirely wrong idea as to what Karl Adam calls the antitheses with which Christianity is concerned . )', 'I mention these names because they are the first ones that come to mind who have been of help this past year .', 'St.Teresa understood that weariness of the soul ; St.Francis tells us to be gentle with ourselves ; de Caussade tells us to abandon ourselves to Divine Providence , and Father Considine tells us to have more faith in God as a kind Father who is so far above our earthly fathers that He will forgive us all our sins , even the greatest , who will not give us a stone when we ask for bread .', 'We are taught that our souls need exercise just as our body does , otherwise it will never be healthy and well , and if it is not is a healthy state , of course we will feel morbid .', 'You submit yourself to the dogma of Communism , you accept the authority of Karl Marx and Lenin , you accept the philosophy of Communism and know while you are accepting a hard saying , that in all likelihood you will be persecuted for this acceptance .']"
1,./data_dsicap/DorothyDay/raw/148.html.txt,"['Gerry Griffin and Joe Zarrella were five and a half years with the CATHOLIC WORKER and neither of them made more than half a dozen speeches , and then only when they were caught in a trap and forced into it .', 'Right now in my file of unanswered letters there are half a dozen invitations to speak , of which I can accept only a few and those on my way home from the south .', 'Personalism Peters little essays on personalism can be summed up in What makes man human ?', 'Without thinking of what the other fellow is doing we must do what we are called upon to do .', 'Jesus said if your neighbor is hungry , or if your enemy is hungry , feed him .', 'The kingdom of Heaven sounds wonderful , too , but it must be taken by violence .', 'Sometimes as the night grows late it is necessary to call a halt .', 'Remember St.Paul and how he talked all through the night and how one of his listeners sitting on a window sill in the close room , hot with the lamp light , fell out of the window and had to be restored to life by the speaker , who then went back to his indoctrinating regardless !', 'He has done every kind of manual labor so he is indeed a worker as well as a scholar .', 'Joe and Gerry did the former job of running a house of hospitality as well as they could considering we were also a newspaper office , but we have not yet found good farm managers , with knowledge , ability and perseverance .', 'Whether our farms will ever be more than groups of people living together , more than villages on the land , it is hard to tell .', 'We are still little more than refugee camps on the soil , and we are still no more than refugees from the industrial revolution the class war , a race war and international war that is engulfing us .', 'Books to Read Its a good time to be reading about the desert fathers .', 'Another book which is profoundly interesting is Aldous Huxleys Grey Eminence .']"
2,./data_dsicap/DorothyDay/raw/5.html.txt,"['John J. Hugo who himself quotes saints , mystics , scripture , and Church prayers to illustrate how the nuptial union is an analogy of Gods love for us .', 'Keyword : economics July-August Relishes life on the land , saying it is a place to retreat to , find God , and to go forth from as apostles .', 'Deeply personal account of being with her dying mother.Includes prayers and meditations on death and dying .']"
3,./data_dsicap/DorothyDay/raw/154.html.txt,"['Lost Philosophy Beginning at the beginning of the pamphlet , there is that much quoted line , Without work there will be no host , no wine , no chalice , no altar and no Church , and I wish to fling down the challenge at once , that what is the great disaster is that priests and laity alike have lost the concept of work , they have lost a philosophy of labor , as Peter Maurin has always said .', 'In the great clean shining factories , with good lights and air and the most sanitary conditions , an eight-hour day , five-day week , with the worker chained to the belt , to the machine , there is no opportunity for sinning as the outsider thinks of sin .', 'To be an efficient factory worker , one must become a hand , and the more efficient one is , the less one thinks .', 'The existence of those same safety devices is an example of the truth of what I write .', 'He looks for just such opportunities , and modern life is full of them .', 'Nothing Amidst Much In the last few issues of the Farm Labor News , published by the Farm Labor Union which has its headquarters in Memphis , Tennessee , it is stated : there are 6,744,000 family workers , migratory workers on the land .', 'They deal with the machine , the cotton picker , and the flame-thrower weed killer which is about to displace one half the present population engaged in cotton farming according to the Department of Agriculture .', 'The storm came and the wind blew and the house fell and great was the fall thereof .', 'There are twenty-two million bales in the warehouses of the world and the price is over twenty-six cents a pound , the highest it has been in twenty-two years .', 'They write with fervor and glowing wordsthey dramatize the struggle , they are walking on picket lines , they love the man in the dungarees and the blue or plaid shirt they write glowingly of his callused handsthey take these leaves from the communist notebookthey are glorifying the proletariat , the dispossessed , the propertyless , the homeless , and the workers can hang a holy medal on their machine or over their bunk in the focastle and pray as they begin and finish their work , and go home to their two-room or three-room apartment and surrounded by children and an exhausted wife , sanctify their surroundings or forget them in the nearest tavern with polluted beer , adulterated wine , or hard liquor .', 'The YCW comment at the end of Canon Cardijns pamphlet is this : The YCW shows the workers that whatever a mans state ( which after all is according to the dispensation of providence ) his primary struggle is against himself , and when that is well in hand the rest is largely a question of adapting himself to his surroundings , in order to get the very best out of them both spiritually and temporally .', 'In other words , accept the machine , accept the factory , the speed-up system , the work in which you are spentso spent indeed , that on coming out of the factory exhausted , though not physically ( the work is light , many say ) , one seeks the anodyne of drink or sex .', 'No , the immorality is not in the factory , so much , it is after it , a result of it .', 'For some months I lived in Farmingdale , Long Island , where there was a gigantic airplane factory where they were constructing bombers .', 'And vital statistics from Dr.Bakers figures from the Department of Agriculture , show that it is not only city life , but life in the factories that is cutting down the size of the family so that at present we are a middle-aged country .', 'Trash Should the worker sanctify his surroundings in the lumber camps where huge forests are being denuded all over the country , for profit .', 'Canon Cardijn is opposed to the materialism of the day , but most priests when they sensitively use the word materialism , rather than communism or red fascism , are meaning the same thing .', 'Temporary Lift Where Christ is present among the masses , in all their circumstances , conditions , modes of life , there Christian mysticism , which is union with Christ , takes on a deeper and more extensive reality .', 'But I deny that Christ is present in the factories , among the workers , that they take Him there The workers of the world are lost to the church .', 'It is a delusion , a deception , and once more the workers are being betrayed .', 'For a while they may be aroused to hope , they may lose themselves in meetings , in mass demonstrations , in pilgrimages to the Holy Father and filled with the afterglow of these glorious experiences warm their factories with them , but it will not be lasting .', 'The Popular Republican Movement of France , which has as part of its economic program nationalization or national control has elicited this comment from the Holy Father , in his letter to the Social Study Week held by French Catholics in Strasbourg recently : IT IS EVIDENT THAT INSTEAD OF ATTENUATING THE MECHANICAL NATURE OF LIFE AND LABOR IN COMMON , NATIONALIZATION , EVEN WHEN LICIT , THREATENS TO ACCENTUATE THESE STILL MORE , AND CONSEQUENTLY THE BENEFIT DERIVING FROM IT TO A TRUE COMMUNITY IS VERY MUCH OPEN TO QUESTION The Popes Words In 1939 , in an address to the International Congress of Catholic Womens League , the Holy Father said : In this age of mechanization the human person becomes merely a more perfect tool in industrial production and how sad it is to say it , a perfected tool for mechanized warfare .', 'And at the same time material and ready-made amusement is only thing which stirs and sets the limits to the aspirations of the masses .', 'In this disintegration of human personality efforts are being made to restore unity .', 'The wounds and bruises of individualistic and matererialistic mankind can not be healed in a system which is materialistic in its own principles and mechanistic in the application of its principles .', 'One of my articles on the birth of my daughter in a public hospital was reprinted all over Russia and , according to my old friend Michael Gold of the Daily Worker staff , I have quite a bit of royalties coming to me in Russia since it was translated and reprinted in many languages .', 'He tells us that the expression , the Masses , conveys the idea of the inert mass , being moved this way and that , swayed as by a wind , controlled by the demagogue .', 'At present , as you know , the responsibility for using or not using machines is entirely that of men of business whose interests are , of course , simply in buying and selling and not in making , and therefore in a broad way it may be said that the first thing to be done ( first in the sense of most important ) is for the workers to recapture the control of industry .', 'For the rest , it should be obvious that some things are better made by machines than by hand .', 'For instance , it would be ridiculous to make typewriters except by mass production , otherwise they would be absolutely prohibitive in price , and the whole point of a typewriter is to save money and time .', 'Work done by man is human work to be valued and thought of as such and not merely as a cost in the account books .', 'Hence , it is that while both Communism and Christianity are moved by compassion for the multitude , the object of communism is to make the poor richer but the object of Christianity is to make the rich poor and the poor holy .', 'The hireling flieth , because he is a hireling , but this is not to say that the wage slave is a bad man but that he has not the responsibility of an owner , and only he who is fully responsible can truly serve his fellows .', 'Can a man who is not whole , be holy ?', 'De Rougement is the Protestant leader , a Swiss , of the personalist and communitarian movement in Paris , of which Emmanuel Mounier is the Catholic leader .', 'Catholic teaching on this point is in direct opposition to that of the atheist , the agnostic , and the materialist , and it is these who have the ear of the laboring classes in the matter of work .', '( Half of the tenant farmers and sharecroppers of the South are going to be evicted in the interests of big business , remember , within the next five years , according to the Department of Agriculture of the U. S. ) Holy Resistance Supernatural selfishness is in order here , and a hatred of such work that degrades and dehumanizes .', 'But I am in favor of the nonviolent techniques of the strike , the withdrawal of labor , violence will be inflicted , but let it not be on the part of the worker .', 'But they do regard the shedding of ones blood as so essential that I have seen the workers goading the police to bring about this violence so satisfying to man , who has not been taught the use of his spiritual weapons so that he may take heaven by violence , and make it more possible to praise and worship God here and now thus beginning ones heaven on earth to what extent it is possible .', 'Saints and Workers The basic ideal of family life is tomultiply the number of the elect .', 'Let this be brought home to the working classes , for they in particular are equal to the acts of generosity , devotion and self denial which such an ideal demands .', 'Philip Hagren has a biting and strong article in a recent issue of the CATHOLIC WORKER ( it had been printed in The Cross and the Plough ) and in it he wondered how priests would like it if there was subdivision of labor in offering up the Holy Mass , thousands of them reciting the Gloria , thousands reciting the Introibo ( but to be consistent we should break it down to one senseless syllable , rather than to a prayer or canticle ) .']"
4,./data_dsicap/DorothyDay/raw/3.html.txt,"['Chapter Eight After describing their search for a farm and the move to Mott Street , most of the chapter is a clarification of why they support organizing and striking workers .', 'After a talk to a womens club in Florida she observes that the rich who deny Christ in His poor are atheists indeed .', 'Notes how hard their work is and that change comes slowly .', 'Asserts that Love and ever more love is the only solution to every problem that comes up .', 'Calls for a greater use of prayer and the desire to be saints .', 'Speaks about what individual workers are doing in New York and is encouraged by houses around the country .']"
5,./data_dsicap/DorothyDay/raw/150.html.txt,"['To feed the hungry , clothe the naked and shelter the harborless without also trying to change the social order so that people can feed , clothe and shelter themselves , is just to apply palliatives .', 'These are the lame , the halt , the blind , those injured in industrial accidents and those who have been driven to drink by our industrial order and the refugees and veterans from class , race and international war .', 'Poverty and Pacifism was misunderstood , and quite a few letters came in about it , but they were without rancor .', 'That mothers of six children can go on a binge of department store buying , movies and cigarettes , candies and radio , an even sometimes a car , all on one hundred and eighty dollars month , strikes me as ridiculous , certainly the six children and their mother will not live very long If they just do without the necessities , and the limits of running up debts are not very remote , surely .', 'such matter would not seem strange , but it is almost unthinkable coming from a group concerned with the welfare of the poor and disadvantaged .', 'But I find equal cause for concern , the nature of , the CATHOLIC WORKER considered , in the fact that this editorial should have been published on the very eve of the presidential election and that in it the CATHOLIC WORKER should have written that Mr.Roosevelt would be elected by the votes of millions who are bought and paid for .', 'To print such an editorial under the caption of Comments on the news in the light of faith , is to be guilty of sacrilege to write of it as done in the light of the folly of the cross is blasphemy .', 'This is a comparatively mild letter compared to another received from a priest whose mother raised a large family and who is now receiving money from the three sons who are away at war .', 'In the first place , it shocks US that so many do not understand those basic principles of personalism , personal responsibility and voluntary poverty which have for the past twelve years been emphasized monthly in the CATHOLIC WORKER , and in the lives of those who have worked in our thirty-two houses and ten farms .', 'Of coarse , he himself was glad of his pension , human nature being what it is , and poverty being hard as it is .', 'We believe that social security legislation , now balled as a great victory for the poor and for the worker , is a great defeat for Christianity .', 'But it is generally coming to be accepted that such a degree of centralization as ours is impractical , and that there must be decentralization .', 'They are robbed just as surely as though those flat pocketbooks of those shabby mothers were pilfered of the pennies , dimes and nickels by sneak thieves .', 'And they hug their sweets , their liquor , their movies , their radio , their dissipations to them , in a vain endeavor to find forgetfulness of the cold and ugliness , the leaking plumbing , the cold water , the lack of coal , the ugly housing , the hideous job , or if they are housewives who stay at home , from the wet diapers , the smelly clothes and beds , the shoddy mattresses and blankets and furniture that the children break to pieces , the crowded quarters where the poor mothers heads reverberate with the din of the not too healthy children .', 'Yes , they pay taxes , and It is the city and the state and the federal government that is robbing them and pilfering them , too , They are taxed for every bite they eat , every shoddy rag they put on .', 'What I tried to say was that that puny , insignificant $ 180 which looms tremendous in the minds of the poor , was not enough for essentials .', 'St.Teresa said that she was of so grateful a temperament she could be bought with a sardine .', 'The family should look after its own and , in addition , as the early fathers said , every home should have a Christ room in it , so that hospitality may be practiced .', 'If your brother is hungry , it is your responsibility .', 'People either plead ignorance or they say It is none of my responsibility .', 'The parish is the next unit , and there are local councils of the St.Vincent de Paul Society .', 'And there are the unions , where mutual aid and fraternal charity is also practiced .', 'For those who are not Catholics there are lodges fraternal organizations , where there is a long tradition of charity .', 'We must keep on talking about voluntary poverty , and holy poverty , because it is only it we can consent to strip ourselves that we can put on Christ .', 'It we love poverty we will be free to give up a job , to speak when we feel it would be wrong to be silent .']"
6,./data_dsicap/DorothyDay/raw/177.html.txt,"['I am always thanking God that my lines have fallen in goodly places , and then falling from this happiness of gratitude into the suffering that is inseparable from love .', 'There are so many ways to spend money on people instead of on a little connecting link of subway , extending for five or six blocks and which is costing millions of dollars .', 'Deane Mowrer said that the other night the gangs of children on her block which is between Avenue C and Avenue D , went rioting down the street knocking over every ash can and garbage can and destroying property as they could .', 'To all appearances they were dead , and now they are blooming .', 'We started out twenty-five years ago thinking we were just going to get out a newspaper , small though it might be , which would allow us to exercise our journalistic talents .', 'Everything was personalist , we were our brothers keepers , and we were not to pass by our neighbor who has fallen by the wayside and let the State , the all encroaching State , take over , but were to do all we could ourselves .', 'He firmly believed in the withering away of the state which the Communists spoke of , but he did not believe it would happen under a dictatorship even of the Proletariat , and he always said that the only true communism was the voluntary communism of the Church .', 'He wanted farming communes , communities of families , though many people went to the land when they married , and there have been attempts at farming communes , we can not point to any successful one .', 'Peter was a personalist and a communitarian and he said that there could be a Christian capitalism and a Christian communism .', 'We keep quoting from Peter , and keep repeating his writings because he was , to use his own words , the theoretician of the green revolution we were to promote .', 'In fact , to this very day , common sense in religion is rare and we are too often trying to be heroic instead of just ordinarily good and kind .', 'And the fact that we were so soon involved , and are now so completely involved in the daily practice of the works of mercy and cant get out of them , nor ever can for all the rest of our lives , is some proof that we are continuing Peter Maurins mission .', 'If your brother is hungry feed him , if he is naked , cover him , if he is without shelter , visit him , if he is sick comfort him , if he is in prison visit him , if he is dead bury him .', 'If the little boys who are running riot could be put to work and the mothers stay home , how much happier it would be .', 'But we do not have a philosophy of work , as Peter Maurin said , and certainly the jobs open to most people in this mechanized age , are anything but attractive .', 'Im afraid I believe in private property too , though St.Gertrude says that property , the more common it is , the more holy it is .', 'But when I speak of private property it is mostly personal property I am thinking of .', 'The man explained that all property was held in common around the Catholic Worker , so it was his as well as any one elses .', 'We expressed ourselves in the CW as pleased with this expropriation , and went on to say that the Benedictine oblates amongst us would like to go to some of the Benedictine monasteries and become squatters on their vast tracts , and so induce them to start again the guest houses which are part of the rule of the order .', 'I thought the visit very short , there had been no time for any conversation , nor any dear-to-his-heart round table discussions for Peter , but it was only on the way home that it occurred to me that our dear friends the monks had read the paper and had been afraid that in the parlance of the gangster , we were casing the joint .', 'It is Ammons recognition of course , that we are living in fearsome times and that only the most drastic , heroic remedies , much suffering , and self-inflicted sufferings , are going to serve as penance for our sins as a country .', 'And that if his aims were lower , we would still only be reaching half way , human nature being inclined to sloth .', 'Ammon is one of those people who have kept his ideal , and it is just as strong in him now as it was in his early youth .', 'He has been putting on Christ as St.Paul calls it , though for some people it is as hard to see Christ in Ammon Hennacy as it is to see Him in the derelict .', 'On my last trip when I passed out some Catholic Worker papers in the bus which came from Mexico City to El Paso ( fare eleven dollars ) the insurance saleswoman who was reading the paper began to read Peters essays out loud to her companion , a Canadian , and to laugh with startled amazement at his ideas .', 'When people know Ammon they laugh at him and with him , and because of him , and some of this laughter is that joyful laughter that the Christian ideal is so flaming , so alive , so burning still .', 'And His fire is quite a different fire from that of the nuclear weapon , which is of hell .']"
7,./data_dsicap/DorothyDay/raw/2.html.txt,"['.I was filled with lofty ambitions to be a saint , a natural striving , a thrilling recognition of the possibilities of spiritual adventure .', 'After a year she realizes my real work was writing and propaganda and leaves the hospital for Chicago .', 'With the money from selling a book she wrote , she buys a beach house , enters into a common law marriage , and begins to read and think and ponder , and I notice from my notebooks that it was at this time that I began to pray more earnestly .']"
8,./data_dsicap/DorothyDay/raw/146.html.txt,"['The only , person they match in any way is Big Dan Ort ; and Im going to give them to him to wear in the dead of winter when he is selling The Catholic Worker up on Forty-second Street .', 'Hes a good indoctrinator , Big Dan is , and as he sells the paper , hell be telling everyone of the cooperative movement at Antigonish , and therell be a few more street corner discussions ( round table discussions , after their fashion ) on a Christian social order .', 'My mail is full of invitations to speak throughout the Middle West , but I have been wandering so much , here a month , gone a month , and now I shall stay home for a while .', 'Out in front Scotty , Clark and Shorty are managing the breadline with their usual kindliness and efficiency , and the coffee , we still insist , is the best anywhere .', 'One man who had been abroad fifty three times said that it was easier to get into Germany than back into the United States .', 'Delighted at the closeness of the organized labor movement to the cooperative movement , I was glad to go .', 'Before I was through , I had talked to miners , steel workers , farmers and fishermen and many of them have been taking THE CATHOLIC WORKER for years and were close supporters of the movement .', 'The workers do not read a great deal and the reiteration of general principles , and the ideas for a new social order we are stressing , come with so much the more force .', 'We are working because we are members of the Mystical Body and we know that when the health of one member suffers the health of the whole body is lowered .', 'One of the members of the cooperative board is the prime mover .', 'Then when the whole plan was worked out they were able to get allowances from thc government of $ 2,000 , five hundred of which is for their labor since they are doing the work themselves .', 'One is complete , bath and all , as a sample to work out the budget , and the other ten are going up with all the men working on all the houses at once .', 'One man said that he had been forced to be absent for one day because he had put in sixteen hours straight at the mines , filling in for one of the men who was off .', 'Poiriet and I got up at six-thirty and took one of the fishing boats ( with an old automobile engine in it ) out to Scaterie Island which is eight miles out from the mainland and extends seven miles out into the ocean .', 'There was a sermon , and after the Mass we had a little meeting out in front of the Church from the steps , looking out over the sea where the fishing boats were out already .', 'It is a hard life for the women there on the island , what with the long winters when the children are within doors .', 'Its next to impossible to get a doctor there in the winter , the sea is so full of floating ice , and last winter she had been ill with scarlet fever when the baby was born , and the other children down with it too .', 'There are cows and chickens , but no sheep , More to Come We are going to write more and more about this work during the coming winter .']"
9,./data_dsicap/DorothyDay/raw/158.html.txt,"['Last year I tried , taking the whole issue of the paper to do it in , to write a general article on what we were trying to do , summing up what our program meant .', 'Retreats There are the retreat movements , and we refer especially to our own because it is a basic retreat open for both colored and white , Catholic and non-Catholic , men and women , young and old , for the poorest of the poor from the Bowery , as well as for the young seminarian or student .', 'And we think of it as so important that we are apt to fight and wrangle among ourselves on account of it , and we are all sensitive to the accusation that we are accenting , emphasizing one aspect of the truth at the expense of another .', 'Unity But our unity , if it is not unity of thought , in regard to temporal matters , is a unity at the altar rail .', 'We are all members of the Mystical Body of Christ , and so we are closer , to each other , by the tie of grace , than any blood brothers are .', 'But all men are members or potential members , as St.Augustine says , and there is no time with God , so who are we to know the degree of separation between us and the Communist , the unbaptized , the God-hater , who may tomorrow , like St.Paul , love Christ .', 'The Apostolate This past month or so we have all been reading such books as The Worker Priests in Germany , translated by Rosemary Sheed ; France Alive , by Claire Bishop ; Growth or Decline , by Emmanual Cardinal Suhard ; Souls at Stake , by Rev.Francis Ripley and F.S .', 'Chesterton used to start off writing in answer to things he had been reading , or because he was stimulated by what he was reading , and I am sure that all of us on the Catholic Worker this month , are doing just that .', 'One of the books I have been reading by a non-Catholic , Richard Gregg , about the work of Gandhi along economic lines , led me to think of just how The Catholic Worker movement is distinguished from all these other movements , just what it is we emphasize , just what position we take , which is not taken by them .', 'The bravery to face voluntary poverty is needed if we wish to marry , to live , to produce children , to work for life instead of for death , to reject war .', 'A philosophy of work is essential if we would be whole men , holy men , healthy men , joyous men .', 'A certain amount of goods is necessary for a man to lead a good life , and we have to make that kind of society where it is easier for men to be good .', 'Philosophy of Poverty A philosophy of work and a philosophy of poverty are necessary if we would share with all men what we have , if we would each try to be the least , if we would wash the feet of our brothers .', 'The right use of power is the important thing , the machine is only an incident .', 'Men need work as well as bread to be co-creator with God , as He meant them to be , in taking raw materials and ennobling them .', 'Richard Gregg Richard Gregg synopsized his book as follows ( paragraphing mine ) : In addition to being a consideration of the economic validity of Mr.Gandhis program , and of one aspect of the Indian renaissance , it may be regarded as a discussion of a special instance of the economic validity of all handicraft work , versus power-machine industry ; or as a discussion of a special method of unemployment prevention and relief ; or as a new attack on the problem of poverty ; or as an indigenous Indian form of cooperation ; or as illustrating one phase of the relations between Orient and Occident ; or between Western capitalism and some other forms of industrial organization ; or as a fragmentary and tentative investigation of part of the problem of the limitation or balance of use of power and machinery in order to secure a fine and enduring civilization ; or as a partial discussion of the beginning of a development of a sounder organization of human life .', 'You must draw up an objective evaluation of our urban civilization today with its gigantic concentrations and its continual growth , inhuman production , unjust distribution , exhausting form of entertainmentmake a gigantic synthesis of the world to comeDo not be timid.Cooperate with all those believers and unbelievers who are whole-heartedly searching for the truth .']"
