,fileName,sentence
0,./data_dsicap/Bahai/raw/Bahai21.txt,"['The maker , the creator , has to possess all perfections in order that he may create .', 'However perfect the picture may be , in comparison with the painter it is in the utmost degree of imperfection .', 'The imperfections of the contingent world are in themselves a proof of the perfections of God .', 'For example , when you look at man , you see that he is weak .', 'Therefore , it becomes evident that there is an Eternal Almighty One , Who is the possessor of all perfections , because unless He possessed all perfections He would be like His creation .', 'Thus , when man feels the indwelling spirit , he is in no need of arguments for its existence ; but for those who are deprived of the bounty of the spirit , it is necessary to establish external arguments .']"
1,./data_dsicap/Bahai/raw/Bahai39.txt,"['**CODEC_ERROR** talk about corporal punishment , and whether or not parents should use it .', '**CODEC_ERROR** Dictionary defines it very simply : **CODEC_ERROR** punishment , as **CODEC_ERROR** Wikipedia defines it as : An act by a parent or other guardian causing deliberate physical pain or discomfort to a minor child in response to some undesired behaviour by the child .', 'So should parents use corporal punishment on their children ?', 'Let me answer by first saying that I do not condone excessive parental permissiveness , or appreciate disrespectful or ill-behaved children .', 'But I **CODEC_ERROR** condone corporal punishment , **CODEC_ERROR** **CODEC_ERROR** why .', 'If you were spanked when you were little , you may have turned out fine .', 'But I would ask you to consider who you might be without this harmful form of punishment .', 'My aim is not to judge the motives of any loving parent , but to simply point out for your consideration the overwhelming scientific research on the negative effects of corporal punishment on children .', 'In her article **CODEC_ERROR** the Gray Matter Out of Our **CODEC_ERROR** researcher Sarah Kovac discusses scientific data which found that children who were regularly spanked had less gray matter in their prefrontal cortexes .', 'The authors of a 2011 study from the Journal of Cognitive Neuroscience state : The more gray matter you have in the decision-making , thought-processing part of your brain ( the prefrontal cortex ) , the better your ability to evaluate rewards and consequences .', 'The study shows that the more children are physically punished to control their behavior , the less self-control they acquire by their own volition .', 'Also , this form of violence will most likely be passed on to their own children and relationships .', 'The research suggests that spanking can cause children to defy their parents more frequently , can erode trust and can result in lifelong mental health issues.Researchers have also found that spanking elicited momentary **CODEC_ERROR** not long term results .', 'In fact , they found that corporal punishment often led to more aggressive behavior in children .', 'One author of the study , Elizabeth Gershoff , an associate professor of human development and family sciences at The University of Texas said : Our analysis focuses on what most Americans would recognize as spanking and not on potentially abusive behaviors .', 'We found that spanking was associated with unintended detrimental outcomes , and was not associated with more immediate or long-term compliance , which are **CODEC_ERROR** intended outcomes when they discipline their children .', 'Even then , I realized that I would have better learned whatever lesson my mother was trying to teach with another form of discipline .', 'I **CODEC_ERROR** realize the effects until my adult life , when I had to learn the hard lessons of forgiveness and being kind to myself .', 'Most of us will stop what **CODEC_ERROR** doing if somebody hits us , but that **CODEC_ERROR** mean **CODEC_ERROR** learned why somebody hit us , or what we should be doing instead , which is the real motive behind discipline .', 'Instead , they recommend punishments based on reason rather than violence and the infliction of physical pain : Let the mothers consider that whatever concerneth the education of children is of the first importance .', 'Let them put forth every effort in this regard , for when the bough is green and tender it will grow in whatever way ye train it .', 'Let them strive by day and by night to establish within their children faith and certitude , the fear of God , the love of the Beloved of the worlds , and all good qualities and traits .', 'Whensoever a mother seeth that her child hath done well , let her praise and applaud him and cheer his heart ; and if the slightest undesirable trait should manifest itself , let her counsel the child and punish him , and use means based on reason , even a slight verbal chastisement should this be necessary .', 'It is not , however , permissible to strike a child , or vilify him , for the **CODEC_ERROR** character will be totally perverted if he be subjected to blows or verbal abuse .']"
2,./data_dsicap/Bahai/raw/Bahai09.txt,"['Denied personal safety , independence , education , the vote , political power , property rights and even control over their own bodies , minds and destinies , women have suffered the consequences of inequality in most societies around the world since the beginning of recorded history .', 'The fundamental **CODEC_ERROR** principle of the equality of the sexes , from the beginnings of the **CODEC_ERROR** earliest years , has led people everywhere toward the recognition of **CODEC_ERROR** rights and the fair and equitable treatment of women : In the world of humanity we find a great difference ; the female sex is treated as though inferior , and is not allowed equal rights and privileges .', 'Why then should one sex assert the inferiority of the other , withholding just rights and privileges as though God had given His authority for such a course of action ?', 'Persian Women view in Iran 1930s Persian women veiled 1930 The **CODEC_ERROR** have promoted the equality of the sexes since their **CODEC_ERROR** inception in the middle of the 19th Century .', 'In Persia , where the **CODEC_ERROR** Faith had its beginnings , the unequal treatment of women was historically well-documented and particularly oppressive **CODEC_ERROR** and when the **CODEC_ERROR** Faith began , this fundamental principle of gender equality generated enormous controversy and persecution .', 'Even today , **CODEC_ERROR** are imprisoned in Iran for their advocacy of gender equality and other progressive **CODEC_ERROR** teachings .', 'A century ago **CODEC_ERROR** , the son of the **CODEC_ERROR** **CODEC_ERROR** Founder **CODEC_ERROR** , actively encouraged social movements for the equality of women **CODEC_ERROR** by asking men to take responsibility for the issue : Woman must endeavour then to attain greater perfection , to be **CODEC_ERROR** equal in every respect , to make progress in all in which she has been backward , so that man will be compelled to acknowledge her equality of capacity and attainment .', 'When men own the equality of women there will be no need for them to struggle for their rights !', 'Women must make the greatest effort to acquire spiritual power and to increase in the virtue of wisdom and holiness until their enlightenment and striving succeeds in bringing about the unity of mankind .', 'It asks men to become the advocates of women ; to stand up for their rights ; to help bring about a new era of gender equality around the world .', '**CODEC_ERROR** understand that the absolute equality of men and women advances daily in the world , and that male involvement will help bring it about more quickly , more efficiently and with more unity of purpose : Men , for their part , must learn to cooperate with women and encourage their efforts .', 'When men actively promote the principle of equality , women will no longer have to struggle for their rights .', 'Gradually , **CODEC_ERROR** believe , both women and men will discard long-held unhealthy attitudes and progressively incorporate into their lives the values conducive to true **CODEC_ERROR** **CODEC_ERROR** The **CODEC_ERROR** International Community , Statement on the Development of Women , Mar 11 , 1992 .', 'This clear and compelling vision of a world where sexual equality prevails characterizes the **CODEC_ERROR** understanding of what an equitable future will look like : The world in the past has been ruled by force , and man has dominated over woman by reason of his more forceful and aggressive qualities both of body and mind .']"
3,./data_dsicap/Bahai/raw/Bahai44.txt,"['He states point blank that all the prophets are equal in capacity and power and station , that they are unified in their purpose and differ only in the need to fashion their revelations to befit the exigencies of the age in which they appear .', 'Ultimately , **CODEC_ERROR** says that to deny any one of these divine teachers is to deny them all : If thou be of the inmates of this city within the ocean of divine unity , thou wilt view all the Prophets and Messengers of God as one soul and one body , as one light and one spirit , in such wise that the first among them would be last and the last would be first .', 'Through them are revealed the elements of glorification in the heavenly realities and the exponents of praise in the eternal essences .', 'While I could accept the new concept that **CODEC_ERROR** might indeed be the one promised from time immemorial to usher in the most great peace at the time of the end , this theory also meant that I had to accept the fact that if Muhammad succeeded Christ , then Christianity had effectively become supplanted by Islam in the year 622 CE .', 'Furthermore , since a new prophet does not appear , the **CODEC_ERROR** teachings affirm , until the religion of the previous revelation has experienced discord , decline , and corruption , I had to accept that by the year 622 CE , Christianity must have become disunified beyond repair sometime before that point .', 'I realized that the final coup to the Christianity that Christ had brought may have ended effectively at the Council of Nicaea , when the Trinitarian Doctrine was finally devised and approved by vote .', 'Nevertheless , it was one thing to accept this idea on a theoretical basis , and quite another to accept it on a personal subjective **CODEC_ERROR** Muhammad was **CODEC_ERROR** equal and successor , that **CODEC_ERROR** allusion to the Paraclete or Comforter ( John 14:16 ) was a clear reference to Muhammad and Islam .', 'All we knew as students of Western Civilization was the influence of Islam in Cordoba with the invasion of the Moors .', 'In all the medieval literature I studied , they were the **CODEC_ERROR** , **CODEC_ERROR** the enemy , the **CODEC_ERROR** In this context , I sensed one final test to confront the teachings of this new prophet of God , to see if he **CODEC_ERROR** figs or **CODEC_ERROR** the only way to do that in any unbiased form was to read the **CODEC_ERROR** itself .', 'Certainly he could not be considered a true prophet of God , and from **CODEC_ERROR** point of view , it would be the grossest sort of blasphemy to countenance the possibility of Muhammad being a divinely empowered emissary on a par with Christ .', 'Yet the **CODEC_ERROR** writings were totally unambiguous about the station and status of Muhammad in world and religious history : he is considered the successor to Christ , the final prophet before the Day of **CODEC_ERROR** fulfilled with the advent of the twin revelations of the Bab and **CODEC_ERROR** .', 'After much reading , research and reflection in the **CODEC_ERROR** , I had my answer in this powerful passage from the **CODEC_ERROR** writings : The people of Islam were taught to realize how Jesus came from God and was born of the Spirit , and that He must be glorified of all men .', 'Moses was a prophet of God , and revealed in His day and for the people to whom He was sent , the Book of God .']"
4,./data_dsicap/Bahai/raw/Bahai23.txt,"['It has been before explained that spirit is universally divided into five categories : the vegetable spirit , the animal spirit , the human spirit , the spirit of faith , and the Holy Spirit .', 'This spirit , which in the terminology of the philosophers is the rational soul , embraces all beings , and as far as human ability permits discovers the realities of things and becomes cognizant of their peculiarities and effects , and of the qualities and properties of beings .', 'Until a ray of the sun reflects upon it , it can not discover the heavenly secrets .', 'Mind is the perfection of the spirit and is its essential quality , as the **CODEC_ERROR** rays are the essential necessity of the sun .', 'This explanation , though short , is complete ; therefore , reflect upon it , and if God wills , you may become acquainted with the details .']"
5,./data_dsicap/Bahai/raw/Bahai49.txt,"['If you **CODEC_ERROR** believe me , just ask the Syrians .', 'Most of those who voted **CODEC_ERROR** said they thought the peace agreement was letting the rebels **CODEC_ERROR** away with **CODEC_ERROR** A tiny majority of voters said the agreement was too lenient .', 'Will they be enough to save humankind from greater terrors ?', 'Although we have dozens of worldwide , national and regional consultative bodies who all work toward finding and establishing peaceful solutions to **CODEC_ERROR** problems , they are not 100 % effective .', '**CODEC_ERROR** a wonder sometimes how **CODEC_ERROR** made the progress we have to date !', '**CODEC_ERROR** well-being of mankind , **CODEC_ERROR** **CODEC_ERROR** wrote more than a century ago , **CODEC_ERROR** peace and security , are unattainable unless and until its unity is firmly **CODEC_ERROR** In observing that **CODEC_ERROR** is groaning , is dying to be led to unity , and to terminate its age-long **CODEC_ERROR** , Shoghi Effendi further commented that : **CODEC_ERROR** of the whole of mankind is the hall-mark of the stage which human society is now approaching .', 'Nation-building has come to an end on paper perhaps , but as **CODEC_ERROR** recent **CODEC_ERROR** of the Crimean Peninsula **CODEC_ERROR** no global response to repel the invaders by force when diplomacy **CODEC_ERROR** nations still consider it their prerogative to force other territories to submit to their will .', 'We are still so unstable , national actions still so uncertain , that no world body can guarantee any of these events **CODEC_ERROR** happen .', 'When will we tire of this mistrust , distrust and fear that holds us back from living peacefully together as one human race ?', 'If we ever achieve true organic unity , the same unity that is our birthright , we must put aside these differences , identify the maladies , prescribe the remedies , and apply them fairly and equally to the entire human race .', '**CODEC_ERROR** believe that only when humanity lets the spirit of **CODEC_ERROR** immutable laws and healing powers wash through us , and sweep away these defunct and defective manmade systems , will we be fulfilled as the glorious and star-gazing race that we truly are .']"
6,./data_dsicap/Bahai/raw/Bahai47.txt,"['Now , if thou wishest to know the true remedy which will heal man from all sickness and will give him the health of the divine kingdom , know that it is the precepts and teachings of God .', '**CODEC_ERROR** the worst virus or bacteria you can think of ?', 'It would be horrible to contract any of these dread diseases , and I dearly wish we could rid the world of them .', 'Shoghi Effendi , the Guardian of the **CODEC_ERROR** Faith , used this strong **CODEC_ERROR** into the **CODEC_ERROR** analogy advisedly , indicating the dire social condition characterized by the endemic racism , religious prejudice and personal and political corruption we see in so many of our societies today .', 'From a **CODEC_ERROR** perspective , physical illnesses are temporary , but spiritual illnesses afflict our eternal souls : If the heavenly benediction be upon us while we are being healed then only can we be made whole , for medicine is but the outward and visible means through which we obtain the heavenly healing .', 'If one has fever and you give him medicine , the fever will vanish ; but if the spirit is afflicted with the disease of ignorance , it is difficult to remove that disease .', 'These medicines are the advices and commands of God , which will have effect upon it .', 'When the spiritual health of the world , the **CODEC_ERROR** teachings say , is afflicted with the diseases of prejudice and corruption , it resembles a viral pandemic that extends to all humanity .', 'Like a physical virus , it transmits itself from one person to the next in an invisible and unnoticeable way .', 'Like a physical virus , the **CODEC_ERROR** teachings say , such a widespread spiritual illness can cause **CODEC_ERROR** deplorable decline in the fortunes of humanity : **CODEC_ERROR** **CODEC_ERROR** , as a result of human perversity , the light of religion is quenched in **CODEC_ERROR** **CODEC_ERROR** a deplorable decline in the fortunes of humanity immediately sets in , bringing in its wake all the evils which a wayward soul is capable of revealing .', 'Widespread , virulent prejudice and **CODEC_ERROR** polar opposites of love , kindness , fairness and **CODEC_ERROR** eventually rend the fabric of society itself , just like the flesh-eating bacteria does to human tissue .', 'What can we do about that ?']"
7,./data_dsicap/Bahai/raw/Bahai12.txt,"['For I dipt into the future , far as human eye could see , Saw the Vision of the world , and all the wonders that would be ; Saw the heavens fill with commerce , argosies of magic sails , Pilots of the purple twilight , dropping down with costly bales ; Heard the heavens fill with shouting , and there **CODEC_ERROR** a ghastly dew From the **CODEC_ERROR** airy navies grappling in the central blue ; Far along the world-wide whisper of the south-wind rushing warm , With the standards of the peoples plunging **CODEC_ERROR** the thunder-storm ; Till the war-drum **CODEC_ERROR** no longer , and the battle-flags were **CODEC_ERROR** In the Parliament of man , the Federation of the world .', '**CODEC_ERROR** we have the interparliamentary body composed of delegates from all the nations of the world and devoted to the maintenance of agreement and goodwill , the utopian dream of sages and poets , the parliament of man , will be realized .', 'In it all international difficulties will be settled .', 'In fact , **CODEC_ERROR** see women as absolutely essential to this civilizing and peacemaking process : We agree that women must be fully involved at all levels of decision-making , not only because it is just , but because , in the **CODEC_ERROR** view , the full participation of women will hasten social and political progress and lead to the establishment of world peace .']"
8,./data_dsicap/Bahai/raw/Bahai01.txt,"['If humanity could implement the **CODEC_ERROR** principles tomorrow , the entire world would transform itself into the verdant garden of peace , unity and harmony that poets , prophets and visionaries have dreamed about for millennia .', 'We hope **CODEC_ERROR** follow along as we think through the **CODEC_ERROR** principles and try to imagine what the world would look like if humanity could bring them about : The principles of the Teachings of **CODEC_ERROR** should be carefully studied , one by one , until they are realized and understood by mind and heart **CODEC_ERROR** so will you become strong followers of the light , truly spiritual , heavenly soldiers of God , acquiring and spreading the true **CODEC_ERROR** .', 'It achieves that primacy because of its importance and its essential nature , calling everyone on earth to open their minds , using their mental faculties and their hearts and their spirits to determine what they believe : **CODEC_ERROR** continually urges man to free himself from the superstitions and traditions of the past and become an investigator of reality , for it will then be seen that God has revealed his light many times in order to illumine mankind in the path of evolution , in various countries and through many different prophets , masters and sages .', 'When you endeavor to search , to make your own decision about your spiritual beliefs , you actually do set yourself free **CODEC_ERROR** from imitation , from falsehood , from fossilized traditions that do harm to humanity and continue the mistakes of the past .', 'Most importantly , you set yourself free from the prison of prejudice , which all of us inherit from our traditions and our cultures and our upbringing .', 'The primary goal of the independent , unfettered investigation of truth focuses on eradicating prejudice and freeing our hearts and minds from its corrosive impact .']"
9,./data_dsicap/Bahai/raw/Bahai18.txt,[]
