,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,toBeFrac,toBeCount,pronounFrac,pronounCount,avgSD,avgEVC
0,Shepherd_train32,10,13.4413180351,"s, get, rememb, love, god, sin, want, christ, don, said",0.0340802291142,0.0238639966768,0.8,0.2,16.9,0.0781217323016,150.0,0.645879323683,0.614228506239,0.739332462873
1,DorothyDay_test8,10,9.61886000633,"worker, poverti, get, farm, talk, cooper, done, say, love, tri",0.0245141688712,0.021933005394,0.5,0.5,17.3,0.207112650116,62.3,0.686964166198,0.702357952542,0.665562838157
2,Shepherd_train27,10,13.2461080551,"s, christ, pray, get, don, preach, ask, love, want, god",0.0373742980577,0.0214599576877,0.9,0.1,15.3,0.0677275507174,157.4,0.624588561762,0.619355218975,0.551513040861
3,Unitarian_train13,10,16.8674519062,"let, s, get, i, say, love, nt, know, too, promis",0.0303858047515,0.020239277978,0.9,0.1,22.6,0.10776784567,136.5,0.65461074496,0.704336550595,0.683247657293
4,NaumanKhan_train5,10,23.2971050739,"allah, get, quran, say, know, talk, wa, go, am, dont",0.0189963289631,0.0153961862784,0.6,0.4,37.8,0.185727838392,221.7,0.712511265578,0.634488863026,0.608439308115
5,JohnPiper_train57,9,12.388448,"vers, god, christ, say, love, s, let, sin, jesus, thing",0.0339503932274,0.0174907832423,0.777777777778,0.222222222222,24.7777777778,0.13218334776,125.0,0.715830874722,0.710464676058,0.822834039187
6,JohnPiper_train26,10,12.7125589848,"sin, vers, say, s, god, grace, meek, spirit, nt, christ",0.0325282820943,0.0249671786085,0.6,0.4,25.2,0.150379295486,119.3,0.687109223077,0.732002022018,0.523897501236
7,DorothyDay_train68,10,8.30651593208,"worker, retreat, street, farm, fr, woman, talk, go, hospit, stanley",0.02603747059,0.0229267064347,0.7,0.3,11.7,0.139273710213,57.7,0.662185202961,0.776187512518,0.716207892972
8,Shepherd_train44,10,14.4614479542,"s, get, christ, don, love, ill, want, god, t, testimoni",0.03303528831,0.0252150619698,0.7,0.3,20.7,0.082243207449,163.3,0.547977371884,0.625107975814,0.573029756898
9,Shepherd_test15,10,13.7912728786,"s, love, prais, jesus, don, thank, heaven, get, christ, god",0.0362022543579,0.0198928475795,0.9,0.1,17.7,0.0724706359576,163.5,0.617065141407,0.617447295038,0.705687598904
10,DorothyDay_test13,10,8.59327697754,"worker, get, too, talk, farm, told, i, go, room, hospit",0.0267282643498,0.0189251996027,0.8,0.2,14.2,0.155290580471,57.1,0.70538114296,0.765949304801,0.835137510105
11,PastorAnderson_test5,10,45.916918993,"s, nt, say, re, get, go, bibl, know, want, vers",0.027949179376,0.0168812366296,0.9,0.1,63.8,0.0850612534871,533.3,0.68143567046,0.728487884118,0.743412355383
