,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,pronounFrac,avgSD,avgEVC,groupName,rank,rfPred,svmPred
3,Shepherd_test15,10,27.0160429478,"you, we, your, s, sin, my, me, get, love, don, our, christ, ask, pray, ill",0.034664285494,0.0268699055428,0.7,0.3,0.612678224162,0.670181542664,0.693229733888,Shepherd,4,3.1,3.71621164466
4,Shepherd_test9,10,21.0979168415,"you, we, s, my, your, me, sin, get, don, our, christ, jesus, said, want, t",0.0352217993006,0.0250285567249,0.7,0.3,0.595378060009,0.650915436629,0.575877066194,Shepherd,4,4.02307692308,3.87108895065
6,Shepherd_test0,10,25.9592308998,"we, you, your, s, don, my, pray, christ, me, t, ask, want, ill, our, get",0.0286870052814,0.0224646880253,0.9,0.1,0.58139979257,0.632849001755,0.681181866407,Shepherd,4,4.36511627907,4.52323995182
9,Shepherd_test10,10,26.4355521202,"we, you, my, your, me, s, get, love, ask, our, pray, don, evil, know, thing",0.0337539167862,0.0254076084109,0.8,0.2,0.647292134219,0.672270174861,0.695713378344,Shepherd,4,4.01511627907,3.98205047521
15,Shepherd_test20,10,23.6967020035,"we, you, me, your, my, s, don, rememb, our, ask, sin, ill, t, pray, want",0.0309123597003,0.0217179595276,0.8,0.2,0.585314375939,0.65599333991,0.581814623206,Shepherd,4,4.07307692308,4.30336684798
16,Shepherd_test6,10,23.9886989594,"we, you, s, get, sin, my, me, your, christ, don, our, said, t, ask, god",0.0320613538828,0.0233747281488,0.8,0.2,0.571073595355,0.705519837995,0.693132012205,Shepherd,4,4.91511627907,3.66497294306
22,Shepherd_test16,10,23.2190411091,"we, you, your, my, s, don, me, bless, preach, get, our, ill, t, want, ask",0.0324556635384,0.0224417853226,0.7,0.3,0.60246534253,0.712309758043,0.649627337686,Shepherd,4,4.93276333789,3.89982944267
24,Shepherd_test19,10,23.2254219055,"we, you, your, me, s, get, christ, my, don, ask, worship, want, our, whi, said",0.0325852795285,0.0218392343033,0.9,0.1,0.599824116423,0.689330546237,0.684413108563,Shepherd,4,4.09011627907,4.12105668864
31,Shepherd_test14,10,22.5392439365,"you, we, your, my, don, me, s, pray, get, our, t, ask, sin, god, jesus",0.0359323706808,0.0242044145655,0.9,0.1,0.629380640505,0.68523235265,0.669117989037,Shepherd,4,4.41511627907,3.9642109436
32,Shepherd_test4,10,24.5711750984,"we, you, s, me, your, my, don, get, christ, want, our, ask, thank, t, ill",0.0296098638398,0.0209912336321,1.0,0.0,0.607024269825,0.633111628862,0.534939368901,Shepherd,4,4.07307692308,4.70576098657
