,group,filepath,subgroup
0,Unitarian,"./data_dsicap_FULL/Unitarian/raw/2006-04-09 Jesus, Rev. Mark Belletini.PDF.txt",train23
1,Unitarian,"./data_dsicap_FULL/Unitarian/raw/2003-06-15 A Timely Homely on What I Never Seem to Have, Rev. Mark Belletini.htm.txt",train25
2,Unitarian,"./data_dsicap_FULL/Unitarian/raw/2011-03-27 When I'm Afraid, Rev. Dr. Mark Belletini.pdf.txt",train21
3,Unitarian,"./data_dsicap_FULL/Unitarian/raw/2005-04-10 Rhetoric of No, Rev. Mark Belletini.PDF.txt",train21
4,Unitarian,"./data_dsicap_FULL/Unitarian/raw/2006-02-26 Clothes, Rev. Mark Belletini.PDF.txt",train22
5,Unitarian,"./data_dsicap_FULL/Unitarian/raw/2002-02-03 Blasphemy As A Sign of Your Religion, Rev. Mark Belletini.htm.txt",train14
6,Unitarian,"./data_dsicap_FULL/Unitarian/raw/2002-08-18 What I Learned On My Summer Vacation, Rev. Mark Belletini.htm.txt",test4
7,Unitarian,"./data_dsicap_FULL/Unitarian/raw/2004-10-03 Are we a Cult, Rev. Mark Belletini.PDF.txt",train14
8,Unitarian,"./data_dsicap_FULL/Unitarian/raw/2009-09-27 But Can We Forgive Ourselves, Rev. Mark Belletini.pdf.txt",test0
9,Unitarian,"./data_dsicap_FULL/Unitarian/raw/2004-09-12 Water Sunday, Rev. Mark Belletini.PDF.txt",train26
10,Unitarian,"./data_dsicap_FULL/Unitarian/raw/2008-05-11 Goddess, Rev. Mark Belletini.PDF.txt",train17
11,Unitarian,"./data_dsicap_FULL/Unitarian/raw/2004-05-02 The Soul of It All, Rev. Mark Belletini.PDF.txt",train25
12,Unitarian,"./data_dsicap_FULL/Unitarian/raw/2005-09-11 Water Ceremony, Rev. Mark Belletini.PDF.txt",train15
13,Unitarian,"./data_dsicap_FULL/Unitarian/raw/2002-06-16 On Being a Man, Rev. Mark Belletini.htm.txt",train18
14,Unitarian,"./data_dsicap_FULL/Unitarian/raw/2007-05-20 Magic Illusions, Rev. Mark Belletini.PDF.txt",train10
15,Unitarian,"./data_dsicap_FULL/Unitarian/raw/2002-06-02 The Living Tradition, Rev. Mark Belletini.htm.txt",test5
16,Unitarian,"./data_dsicap_FULL/Unitarian/raw/2009-04-12 Easter, Rev. Mark Belletini.pdf.txt",test8
17,Unitarian,"./data_dsicap_FULL/Unitarian/raw/2007-08-19 Emerson, Rev. Mark Belletini.PDF.txt",test4
18,Unitarian,"./data_dsicap_FULL/Unitarian/raw/2002-01-13 Throwing Out the Bible with the Baptismal Water, Rev. Mark Belletini.htm.txt",test3
19,Unitarian,"./data_dsicap_FULL/Unitarian/raw/2013-05-12 Mothers Day -Do It For Me, Rev. Mark Belletini.pdf.txt",train9
20,Unitarian,"./data_dsicap_FULL/Unitarian/raw/2007-01-14 Seeing What You See, Hearing What You Hear, Rev. Mark Belletini.txt",train26
21,Unitarian,"./data_dsicap_FULL/Unitarian/raw/2004-08-29 Set Theory for Moderns, Rev. Mark Belletini.PDF.txt",train11
22,Unitarian,"./data_dsicap_FULL/Unitarian/raw/2001-12-23 Turning the World Upside-down, Rev. Mark Belletini.htm.txt",train24
23,Unitarian,"./data_dsicap_FULL/Unitarian/raw/2013-03-17 God and Gaps, Rev. Mark Belletini.pdf.txt",train9
24,Unitarian,"./data_dsicap_FULL/Unitarian/raw/2014-02-09 Listen Listen Listen To My Hearts Song, Lane Campbell.pdf.txt",train21
25,Unitarian,"./data_dsicap_FULL/Unitarian/raw/2008-08-28 Humility-Hospitality, Rev. Mark Belletini.pdf.txt",test4
26,Unitarian,"./data_dsicap_FULL/Unitarian/raw/2007-10-28 Leadership, Revs. Wendy Fish and Mark Belletini.PDF.txt",test4
27,Unitarian,"./data_dsicap_FULL/Unitarian/raw/2001-09-23 The Importance of Forgiveness At A Time of War, Rev. Mark Belletini.htm.txt",train24
28,Unitarian,"./data_dsicap_FULL/Unitarian/raw/2012-10-14 Are Experience and Faith Opposites, Rev. Mark Belletini.pdf.txt",train11
29,Unitarian,"./data_dsicap_FULL/Unitarian/raw/2005-01-30 Wintery Spirit, Revs. Mark Belletini and Wendy Fish.PDF.txt",test2
30,Unitarian,"./data_dsicap_FULL/Unitarian/raw/2003-04-13 Turning the Tables, Rev. Mark Belletini.htm.txt",test4
