,group,filepath,subgroup
0,Unitarian,"./data_dsicap_FULL/Unitarian/raw/2006-04-09 Jesus, Rev. Mark Belletini.PDF.txt",train49
1,Unitarian,"./data_dsicap_FULL/Unitarian/raw/2003-06-15 A Timely Homely on What I Never Seem to Have, Rev. Mark Belletini.htm.txt",test8
2,Unitarian,"./data_dsicap_FULL/Unitarian/raw/2011-03-27 When I'm Afraid, Rev. Dr. Mark Belletini.pdf.txt",test9
3,Unitarian,"./data_dsicap_FULL/Unitarian/raw/2005-04-10 Rhetoric of No, Rev. Mark Belletini.PDF.txt",train20
4,Unitarian,"./data_dsicap_FULL/Unitarian/raw/2006-02-26 Clothes, Rev. Mark Belletini.PDF.txt",test0
5,Unitarian,"./data_dsicap_FULL/Unitarian/raw/2002-02-03 Blasphemy As A Sign of Your Religion, Rev. Mark Belletini.htm.txt",test16
6,Unitarian,"./data_dsicap_FULL/Unitarian/raw/2002-08-18 What I Learned On My Summer Vacation, Rev. Mark Belletini.htm.txt",train41
7,Unitarian,"./data_dsicap_FULL/Unitarian/raw/2004-10-03 Are we a Cult, Rev. Mark Belletini.PDF.txt",train25
8,Unitarian,"./data_dsicap_FULL/Unitarian/raw/2009-09-27 But Can We Forgive Ourselves, Rev. Mark Belletini.pdf.txt",test12
9,Unitarian,"./data_dsicap_FULL/Unitarian/raw/2004-09-12 Water Sunday, Rev. Mark Belletini.PDF.txt",test6
10,Unitarian,"./data_dsicap_FULL/Unitarian/raw/2008-05-11 Goddess, Rev. Mark Belletini.PDF.txt",test0
11,Unitarian,"./data_dsicap_FULL/Unitarian/raw/2004-05-02 The Soul of It All, Rev. Mark Belletini.PDF.txt",test16
12,Unitarian,"./data_dsicap_FULL/Unitarian/raw/2005-09-11 Water Ceremony, Rev. Mark Belletini.PDF.txt",train37
13,Unitarian,"./data_dsicap_FULL/Unitarian/raw/2002-06-16 On Being a Man, Rev. Mark Belletini.htm.txt",train41
14,Unitarian,"./data_dsicap_FULL/Unitarian/raw/2007-05-20 Magic Illusions, Rev. Mark Belletini.PDF.txt",train44
15,Unitarian,"./data_dsicap_FULL/Unitarian/raw/2002-06-02 The Living Tradition, Rev. Mark Belletini.htm.txt",train36
16,Unitarian,"./data_dsicap_FULL/Unitarian/raw/2009-04-12 Easter, Rev. Mark Belletini.pdf.txt",train20
17,Unitarian,"./data_dsicap_FULL/Unitarian/raw/2007-08-19 Emerson, Rev. Mark Belletini.PDF.txt",train50
18,Unitarian,"./data_dsicap_FULL/Unitarian/raw/2002-01-13 Throwing Out the Bible with the Baptismal Water, Rev. Mark Belletini.htm.txt",test3
19,Unitarian,"./data_dsicap_FULL/Unitarian/raw/2013-05-12 Mothers Day -Do It For Me, Rev. Mark Belletini.pdf.txt",train23
20,Unitarian,"./data_dsicap_FULL/Unitarian/raw/2007-01-14 Seeing What You See, Hearing What You Hear, Rev. Mark Belletini.txt",train29
