,group,filepath,subgroup
0,ACLU01,./data_dsicap_single/ACLU01/raw/ACLU01.txt,t
1,ACLU02,./data_dsicap_single/ACLU02/raw/ACLU02.txt,t
2,ACLU03,./data_dsicap_single/ACLU03/raw/ACLU03.txt,t
3,ACLU04,./data_dsicap_single/ACLU04/raw/ACLU04.txt,t
4,ACLU05,./data_dsicap_single/ACLU05/raw/ACLU05.txt,t
5,ACLU06,./data_dsicap_single/ACLU06/raw/ACLU06.txt,t
6,ACLU07,./data_dsicap_single/ACLU07/raw/ACLU07.txt,t
7,ACLU08,./data_dsicap_single/ACLU08/raw/ACLU08.txt,t
8,ACLU09,./data_dsicap_single/ACLU09/raw/ACLU09.txt,t
9,ACLU10,./data_dsicap_single/ACLU10/raw/ACLU10.txt,t
10,ACLU11,./data_dsicap_single/ACLU11/raw/ACLU11.txt,t
11,ACLU12,./data_dsicap_single/ACLU12/raw/ACLU12.txt,t
12,Bahai01,./data_dsicap_single/Bahai01/raw/Bahai01.txt,t
13,Bahai02,./data_dsicap_single/Bahai02/raw/Bahai02.txt,t
14,Bahai03,./data_dsicap_single/Bahai03/raw/Bahai03.txt,t
15,Bahai04,./data_dsicap_single/Bahai04/raw/Bahai04.txt,t
16,Bahai05,./data_dsicap_single/Bahai05/raw/Bahai05.txt,t
17,Bahai06,./data_dsicap_single/Bahai06/raw/Bahai06.txt,t
18,Bahai07,./data_dsicap_single/Bahai07/raw/Bahai07.txt,t
19,Bahai08,./data_dsicap_single/Bahai08/raw/Bahai08.txt,t
20,Bahai09,./data_dsicap_single/Bahai09/raw/Bahai09.txt,t
21,Bahai10,./data_dsicap_single/Bahai10/raw/Bahai10.txt,t
22,SS01,./data_dsicap_single/SS01/raw/SS01.txt,t
23,SS02,./data_dsicap_single/SS02/raw/SS02.txt,t
24,SS03,./data_dsicap_single/SS03/raw/SS03.txt,t
25,SS04,./data_dsicap_single/SS04/raw/SS04.txt,t
26,SS05,./data_dsicap_single/SS05/raw/SS05.txt,t
27,SS06,./data_dsicap_single/SS06/raw/SS06.txt,t
28,SS07,./data_dsicap_single/SS07/raw/SS07.txt,t
29,SS08,./data_dsicap_single/SS08/raw/SS08.txt,t
30,SS09,./data_dsicap_single/SS09/raw/SS09.txt,t
31,SS10,./data_dsicap_single/SS10/raw/SS10.txt,t
32,SS11,./data_dsicap_single/SS11/raw/SS11.txt,t
33,SS12,./data_dsicap_single/SS12/raw/SS12.txt,t
34,SS13,./data_dsicap_single/SS13/raw/SS13.txt,t
35,SS14,./data_dsicap_single/SS14/raw/SS14.txt,t
