,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,PSJudge,pronounFrac,nous,vous,je,ils,il,elle,le,avgSD,avgEVC,groupName,rank,rfPred,rfClassPred,svmPred,svmClassPred
608,WBC_train90,3,9.88117694855,"unto, shall, salvat, comfort, god, faith, christ, thou, grace, thing, glori, lord, belov, afflict, sermon, etern, certainti, munsey, wit, suffer",0.0402313972257,0.0260508535539,0.666666666667,0.333333333333,0.464990564991,0.6273004773,0.0120173584066,0.0107933681985,0.0158006008679,0.0156893290308,0.0289306776455,0.0,0.0132413486147,0.724467744377,0.575751847663,WBC,1,2.09666666667,1,3.35030771124,1
564,JohnPiper_test12,3,9.21448397636,"vers, steal, say, simon, christ, let, faith, lose, jesus, obedi, amaz, renew, evangel, look, want, philip, happen, spirit, glori, courag",0.031916463826,0.0273766668471,0.666666666667,0.333333333333,0.41967546802,0.685811759984,0.0190584231424,0.0152013613159,0.00964265456608,0.00669313669881,0.0273397617697,0.000113442994895,0.0105501985252,0.723751546264,0.657857996071,JohnPiper,4,4.09666666667,4,3.90213579687,4
47,Shepherd_train121,3,9.34472298622,"job, get, too, wait, pleas, know, lord, want, kid, thing, everyth, encourag, better, weight, grumbl, will, god, someon, heaven, dad",0.0341706435705,0.0207200642222,1.0,0.0,0.279078382946,0.601877583891,0.0204106575409,0.018332925935,0.0136885846981,0.00916646296749,0.032999266683,0.00305548765583,0.010999755561,0.612715594085,0.539903637403,Shepherd,4,3.99,4,4.08571506101,4
654,WBC_train87,3,14.0899441242,"shall, unto, thi, thou, lord, christ, wit, sin, revel, isaiah, creatur, forth, vision, cri, will, merci, etern, preach, god, voic",0.0252789061015,0.0264962835938,0.666666666667,0.333333333333,0.485083448818,0.662135123586,0.0104017486998,0.00587924926509,0.0128891233889,0.0244968719379,0.0183914977011,0.000678374915203,0.00829124896359,0.739134858736,0.758990712831,WBC,1,1.08,1,0.55737116985,1
178,Shepherd_train131,3,9.19702315331,"don, merci, get, ill, want, bad, good, ask, trust, said, cloth, tongu, bless, answer, lord, better, buy, gift, sin, thank",0.0365254664396,0.0236767922005,0.666666666667,0.333333333333,0.20357011688,0.541467255271,0.0218308112131,0.0254279335153,0.0302654428182,0.00979905730588,0.0207144629124,0.00607789630365,0.0105432895063,0.678619987708,0.617195885547,Shepherd,4,4.01666666667,4,3.84108851811,4
468,JohnPiper_train157,3,8.84334897995,"perish, repent, sin, will, fast, god, pure, say, heart, jesus, puriti, vers, worship, thing, shall, likewis, someth, glori, hear, luke",0.0314110541896,0.0338174411023,0.666666666667,0.333333333333,0.532876720226,0.733542181942,0.0169100691776,0.0267742761978,0.0120420189598,0.0138355111453,0.0175506021009,0.000256213169357,0.0121701255445,0.689777056444,0.751456510164,JohnPiper,4,2.17,4,3.34018081559,4
216,Shepherd_train149,3,10.0379419327,"lazi, don, get, someon, ill, want, wrong, said, accus, evil, know, thing, judg, told, envi, should, finkbein, noth, els, someth",0.028960103726,0.0256247942003,0.666666666667,0.333333333333,0.214562955163,0.536156631645,0.0200315102408,0.0177807787531,0.0205941931128,0.0111411208643,0.0254332658114,0.00821516993023,0.00877785280216,0.636668345307,0.596104712562,Shepherd,4,4.18666666667,4,4.07321081996,4
739,WBC_test13,3,8.28777313232,"unto, hath, god, christ, wit, hear, sin, mighti, coven, heaven, shall, sermon, heb, belov, let, jesus, scriptur, lord, sunday, ear",0.0255085951147,0.0246675282511,0.333333333333,0.666666666667,0.390314258471,0.512436119644,0.0121130551817,0.00511440107672,0.0121130551817,0.0192462987887,0.0209959623149,0.0,0.0064602960969,0.736270610011,0.792303199148,WBC,1,1.12666666667,1,0.304158002247,1
395,Unitarian_test22,3,9.20192909241,"jefferson, bread, mysteri, rememb, neither, say, nor, liberti, dont, love, slave, freedom, blest, experi, know, want, hem, moment, mystic, get",0.0312447468362,0.0166434643115,1.0,0.0,0.25946812583,0.671473349997,0.0166330645161,0.00617439516129,0.0230594758065,0.00869455645161,0.015625,0.000756048387097,0.00907258064516,0.680560978326,0.568533427898,Unitarian,7,5.31666666667,4,5.80440818845,7
609,WBC_train54,3,12.0559928417,"shall, unto, christ, heaven, revel, god, lord, manna, belov, say, scofield, woman, noah, glori, etern, perfect, thi, thee, sermon, rejoic",0.027711720396,0.0231133811606,0.666666666667,0.333333333333,0.447469805854,0.602211206398,0.0101531884574,0.00516565728536,0.0122907018169,0.01300320627,0.018257926612,0.00659066619166,0.0082828642679,0.773385205856,0.689738957537,WBC,1,2.0,1,2.02442045427,1
247,PastorAnderson_test20,3,28.9407448769,"say, bibl, unto, jesus, christ, resurrect, vers, talk, get, whi, chapter, gospel, apostl, shall, thing, save, look, preach, want, let",0.0167167751806,0.0216097099582,0.333333333333,0.666666666667,0.303846297292,0.564638109179,0.0121754084265,0.0173000859845,0.0119690455718,0.0178503869304,0.0204987102322,0.000653482373173,0.018950988822,0.729222472235,0.778211874509,PastorAnderson,2,2.51333333333,2,2.13537699438,2
352,Unitarian_test24,3,8.55796909332,"gift, water, know, flow, ceremoni, say, radianc, file, rememb, pcwater, sharedmark, dont, love, precious, babar, welcom, waterpour, too, friend, humil",0.0310677107396,0.0219669726078,0.666666666667,0.333333333333,0.277825573549,0.593752811516,0.0274009044959,0.0049215216813,0.0111731843575,0.00851290236765,0.00359138068635,0.00146315509444,0.011040170258,0.693679173942,0.522719789519,Unitarian,7,5.42666666667,4,5.62076497429,7
