,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,PSJudge,pronounFrac,nous,vous,je,ils,il,elle,le,avgSD,avgEVC,groupName,rank,rfPred,rfClassPred,svmPred,svmClassPred
180,WBC_train9,3,8.27715301514,"unto, shall, lord, mose, god, booth, wit, nineveh, feast, jonah, rejoic, elijah, ezra, let, psa, sermon, sunday, heaven, outlin, belov",0.0250884980117,0.019184970751,0.666666666667,0.333333333333,0.409802191864,0.551594491996,0.00849784285528,0.00509870571317,0.00522944175709,0.0155575892273,0.0240554320826,0.000784416263564,0.0104588835142,0.794773303957,0.777229741385,WBC,1,1.97,1,3.8941499589,1
84,PastorAnderson_train7,3,32.3560550213,"say, bibl, talk, get, wrong, tell, vers, know, let, lot, look, sin, want, thing, bad, someth, realli, redeem, don, tongu",0.0263233403434,0.0314908773207,0.333333333333,0.666666666667,0.249969644931,0.527161940075,0.0212585034014,0.025321239607,0.0203766691862,0.0168178382464,0.0133849836231,0.00103930461073,0.0201877047115,0.679561236991,0.674635031533,PastorAnderson,2,2.61333333333,2,4.33319527541,2
174,DorothyDay_test2,3,6.8845179081,"know, tell, worker, talk, teresa, too, prayer, dont, priest, get, stteresa, wish, want, felt, god, thing, feel, taught, wool, how",0.0239670184775,0.0190348842031,0.666666666667,0.333333333333,0.530517703238,0.829603424179,0.0150155333103,0.0129444252675,0.0226095961339,0.0220918191232,0.00983776320331,0.0153607179841,0.0122540559199,0.743431084929,0.708825921477,DorothyDay,4,3.08333333333,2,5.28845703631,6
38,IntegralYoga_test2,3,4.21380591393,"sri, cri, gurudev, swami, self, mind, prayer, ask, sit, babi, satchidananda, realiz, know, anyth, pray, don't, tune, sincer, get, mirror",0.0311205081106,0.0157936965892,1.0,0.0,0.417580910072,0.766306982828,0.0129993658846,0.0263157894737,0.0142675967026,0.00792644261256,0.0180722891566,0.00253646163602,0.0152187698161,0.660395876481,0.606011736167,IntegralYoga,6,5.02333333333,8,4.77400196487,6
163,DorothyDay_test3,3,7.19743204117,"worker, strike, hour, grape, grower, cesar, farm, striker, chavez, room, jubil, bomb, boycott, coachella, car, pay, delano, forti, acr, commune",0.0229811215207,0.0227615869464,0.333333333333,0.666666666667,0.191064759203,0.55579973364,0.0108282118818,0.00204858062628,0.0109745390694,0.00995024875622,0.0121451565701,0.0017559262511,0.00819432250512,0.702618050573,0.661887626184,DorothyDay,4,5.78,6,3.86645385365,4
121,Shepherd_test5,3,10.4585518837,"don, ask, christ, want, love, get, better, obey, cooki, said, didn, lord, job, fun, husband, sure, too, think, encourag, girl",0.0385931772419,0.0159464312442,1.0,0.0,0.260810764254,0.555028102673,0.0167723900656,0.0167723900656,0.0198903343726,0.0120417159445,0.0211805182238,0.00666594989786,0.011289108698,0.689189410197,0.57586181425,Shepherd,4,4.17666666667,4,4.73312095224,4
168,DorothyDay_test0,3,5.59210205078,"reader, fast, wish, worker, too, sorrow, ammon, ask, sunday, bomb, inde, say, paper, atom, send, hospit, sentenc, friday, penanc, nonviol",0.021290163625,0.0203194564734,0.666666666667,0.333333333333,0.291009184642,0.763829239653,0.0329017193802,0.00594353640416,0.0127361494375,0.00764168966249,0.00955211207812,0.00318403735937,0.0120993419656,0.701198778641,0.632249864614,DorothyDay,4,5.92333333333,6,5.71128382721,6
40,IntegralYoga_test0,3,2.94442510605,"love, whi, don't, yoga, should, lotus, attain, realli, perfect, want, worship, sake, say, god, someth, spiritu, attitud, yogavill, rememb, husband",0.0449158747148,0.0181718627345,1.0,0.0,0.467431040213,0.702558989698,0.0303497942387,0.0385802469136,0.0128600823045,0.00874485596708,0.00462962962963,0.00154320987654,0.0133744855967,0.67938006543,0.683307008735,IntegralYoga,6,5.75333333333,6,3.95714111915,4
188,WBC_train16,2,6.28734302521,"prophet, shall, hath, unto, christ, gill, love, mouth, thing, belov, preach, god, say, fruit, sermon, lord, sunday, evil, refresh, forgiv",0.0405994967926,0.0260161944077,1.0,0.0,0.364090779873,0.461669667393,0.00888324873096,0.00743292240754,0.00852066715011,0.0145032632342,0.0192168237854,0.000181290790428,0.00616388687455,0.715453616273,0.695070343181,WBC,1,2.23,1,4.09340707376,6
30,Rabbinic_test3,3,7.86794304848,"memori, mose, shul, rememb, jewish, walk, jew, happen, jerusalem, know, bless, night, get, told, want, templ, lapid, yerushalmi, don't, feel",0.0144466802392,0.0122103758745,1.0,0.0,0.4786331737,0.796957922954,0.0225618631732,0.0107714701601,0.0225618631732,0.00582241630277,0.0144104803493,0.00131004366812,0.0132459970888,0.733276988819,0.634468038214,Rabbinic,6,5.40666666667,6,5.22771871839,6
181,WBC_train14,3,13.4040601254,"shall, unto, thi, thou, sabbath, noah, christ, thee, shalt, god, coven, lord, mose, let, ark, rest, heaven, sin, say, shut",0.0204757277367,0.0315378690168,0.333333333333,0.666666666667,0.472197225347,0.630699287589,0.00782602152156,0.0069230190383,0.00805177214237,0.0203175558733,0.0224998118745,0.000602001655505,0.0103092783505,0.727713864162,0.732233591742,WBC,1,1.04666666667,1,0.0838378460419,1
91,JohnPiper_test5,3,8.75269412994,"vers, god, fear, promis, christ, say, sin, trust, unbelief, wisdom, pursu, let, rest, preach, whi, assur, happen, gospel, therefor, omnipot",0.0276921340903,0.0314767442699,0.333333333333,0.666666666667,0.494457088714,0.666063461785,0.0263390044108,0.0199117832388,0.00529300567108,0.00806553245117,0.0216761184625,0.0,0.0134845620668,0.632001647046,0.705693754188,JohnPiper,4,4.39333333333,4,3.45814178396,4
99,JohnPiper_test0,3,8.46718716621,"mose, barnaba, bless, vers, faith, grace, god, promis, truth, fear, say, prophet, babi, afraid, endur, christma, luke, jesus, morn, spirit",0.0504804709861,0.0199089649865,1.0,0.0,0.49735304042,0.658892490194,0.0135294890319,0.0154998029686,0.00709313017207,0.0116905293577,0.0307368974123,0.0,0.0127413634572,0.71494589358,0.578630963186,JohnPiper,4,5.18666666667,4,5.50647166734,8
161,DorothyDay_train10,3,7.21466708183,"car, silon, get, peasant, got, worker, farm, walk, pay, prayer, ourselv, say, bread, floor, pray, exil, tri, love, christ, want",0.022159325954,0.0195796259231,1.0,0.0,0.419439492969,0.790423846306,0.0163219133807,0.00274725274725,0.0135746606335,0.0134130575307,0.0218164188752,0.00323206205559,0.012443438914,0.738796495353,0.657077813902,DorothyDay,4,3.81666666667,4,4.295942802,4
176,DorothyDay_train7,3,6.01735591888,"prison, worker, pray, visit, get, love, alderson, ask, say, prayer, overcom, tri, cathol, maurin, door, afternoon, kept, lolita, hatr, talk",0.0252268734868,0.0242494084755,0.666666666667,0.333333333333,0.349064783847,0.700823733432,0.0205940594059,0.00138613861386,0.0265346534653,0.0120792079208,0.00891089108911,0.00930693069307,0.00990099009901,0.671298415836,0.648438553127,DorothyDay,4,5.79333333333,7,6.53159283564,7
141,Unitarian_train14,3,8.00854206085,"fear, silenc, decis, tell, afraid, decid, think, too, helen, want, let, dont, woman, easi, talk, ask, wrong, look, thing, keep",0.0226648887642,0.0316548630988,0.333333333333,0.666666666667,0.327741331737,0.711956732655,0.0267332549941,0.00807873090482,0.0280552291422,0.0111633372503,0.0102820211516,0.0148354876616,0.0107226792009,0.674520340196,0.633262147272,Unitarian,7,6.41666666667,7,6.02015920361,7
173,DorothyDay_train9,3,5.48542094231,"mroconnel, mauric, love, worker, put, comfort, get, tri, coffin, easton, ask, nurs, roy, cloth, cabin, hospit, too, truth, retreat, shoe",0.0228792532202,0.0213240632362,0.666666666667,0.333333333333,0.324714778203,0.767227586995,0.0216910137229,0.0066401062417,0.0095174856131,0.0123948649845,0.027224435591,0.00464807436919,0.00996015936255,0.771313097055,0.556661029144,DorothyDay,4,4.42,4,3.11253700662,4
