,group,filepath,subgroup
0,Bahai,./data_dsicap/Bahai/raw/Bahai01.txt,test9
1,Bahai,./data_dsicap/Bahai/raw/Bahai02.txt,test3
2,Bahai,./data_dsicap/Bahai/raw/Bahai03.txt,test0
3,Bahai,./data_dsicap/Bahai/raw/Bahai04.txt,test3
4,Bahai,./data_dsicap/Bahai/raw/Bahai05.txt,test9
5,Bahai,./data_dsicap/Bahai/raw/Bahai06.txt,test4
6,Bahai,./data_dsicap/Bahai/raw/Bahai07.txt,test5
7,Bahai,./data_dsicap/Bahai/raw/Bahai08.txt,test7
8,Bahai,./data_dsicap/Bahai/raw/Bahai09.txt,test4
9,Bahai,./data_dsicap/Bahai/raw/Bahai10.txt,test7
10,Bahai,./data_dsicap/Bahai/raw/Bahai11.txt,test2
11,Bahai,./data_dsicap/Bahai/raw/Bahai12.txt,test0
12,Bahai,./data_dsicap/Bahai/raw/Bahai13.txt,test2
13,Bahai,./data_dsicap/Bahai/raw/Bahai14.txt,test0
14,Bahai,./data_dsicap/Bahai/raw/Bahai15.txt,test0
15,Bahai,./data_dsicap/Bahai/raw/Bahai16.txt,test2
16,Bahai,./data_dsicap/Bahai/raw/Bahai17.txt,test9
17,Bahai,./data_dsicap/Bahai/raw/Bahai18.txt,test8
18,Bahai,./data_dsicap/Bahai/raw/Bahai19.txt,test9
19,Bahai,./data_dsicap/Bahai/raw/Bahai20.txt,test5
20,Bahai,./data_dsicap/Bahai/raw/Bahai21.txt,test8
21,Bahai,./data_dsicap/Bahai/raw/Bahai22.txt,test1
22,Bahai,./data_dsicap/Bahai/raw/Bahai23.txt,test2
23,Bahai,./data_dsicap/Bahai/raw/Bahai24.txt,test8
24,Bahai,./data_dsicap/Bahai/raw/Bahai25.txt,test3
25,Bahai,./data_dsicap/Bahai/raw/Bahai26.txt,test6
26,Bahai,./data_dsicap/Bahai/raw/Bahai27.txt,test1
27,Bahai,./data_dsicap/Bahai/raw/Bahai28.txt,test3
28,Bahai,./data_dsicap/Bahai/raw/Bahai29.txt,test1
29,Bahai,./data_dsicap/Bahai/raw/Bahai30.txt,test6
30,Bahai,./data_dsicap/Bahai/raw/Bahai31.txt,test0
31,Bahai,./data_dsicap/Bahai/raw/Bahai32.txt,test9
32,Bahai,./data_dsicap/Bahai/raw/Bahai33.txt,test6
33,Bahai,./data_dsicap/Bahai/raw/Bahai34.txt,test5
34,Bahai,./data_dsicap/Bahai/raw/Bahai35.txt,test4
35,Bahai,./data_dsicap/Bahai/raw/Bahai36.txt,test6
36,Bahai,./data_dsicap/Bahai/raw/Bahai37.txt,test6
37,Bahai,./data_dsicap/Bahai/raw/Bahai38.txt,test7
38,Bahai,./data_dsicap/Bahai/raw/Bahai39.txt,test7
39,Bahai,./data_dsicap/Bahai/raw/Bahai40.txt,test4
40,Bahai,./data_dsicap/Bahai/raw/Bahai41.txt,test1
41,Bahai,./data_dsicap/Bahai/raw/Bahai42.txt,test1
42,Bahai,./data_dsicap/Bahai/raw/Bahai43.txt,test8
43,Bahai,./data_dsicap/Bahai/raw/Bahai44.txt,test4
44,Bahai,./data_dsicap/Bahai/raw/Bahai45.txt,test5
45,Bahai,./data_dsicap/Bahai/raw/Bahai46.txt,test5
46,Bahai,./data_dsicap/Bahai/raw/Bahai47.txt,test7
