,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,pronounFrac,avgSD,avgEVC,groupName,rank,rfPred,svmPred
3,Shepherd_test15,10,14.4406311512,"s, don, know, sin, walk, ill, t, want, ask, get, judg, god, should, said, let, christ, prayer, someon, lord, thing",0.0300793942643,0.0233146808495,0.9,0.1,0.644365825235,0.663762777228,0.625935381262,Shepherd,4,4.68333333333,4.3851049728
4,Shepherd_test9,10,13.4787869453,"s, want, god, get, don, know, ill, t, thank, said, christ, thing, evil, ask, prepar, love, i, someon, messag, go",0.03528742553,0.0205876559812,0.8,0.2,0.619488386071,0.70660835317,0.551379907866,Shepherd,4,4.9,4.32430914896
5,Shepherd_test21,10,14.262706995,"s, want, get, don, christ, ask, ill, said, sing, t, go, bless, rememb, i, sin, god, will, lord, whi, eat",0.0312084581461,0.0228733227197,0.7,0.3,0.621493033519,0.702457480296,0.662457401158,Shepherd,4,4.0,3.90275887246
6,Shepherd_test0,10,15.1304440498,"s, get, don, ask, love, said, christ, t, want, god, jesus, preacher, know, i, talk, ill, thing, will, say, let",0.0369665108637,0.0221967972488,1.0,0.0,0.561274837559,0.671918369337,0.608248767335,Shepherd,4,4.0,3.84955299394
9,Shepherd_test10,10,14.5798552036,"sin, s, love, god, know, don, get, ask, christ, want, t, ill, i, whi, do, happen, said, must, someth, am",0.033607493951,0.0274390782713,0.7,0.3,0.625160554826,0.710387349801,0.589241312839,Shepherd,4,4.3,3.99647534992
15,Shepherd_test20,10,15.2436089516,"s, don, get, ask, thank, t, want, christ, said, god, know, i, ill, whi, sing, prais, pray, heaven, someth, go",0.0339591853344,0.0210256040711,0.9,0.1,0.535907325161,0.687191872963,0.608525058902,Shepherd,4,4.0,4.16930529819
16,Shepherd_test6,10,14.0670518875,"s, christ, get, ask, know, god, don, ill, bless, want, thank, love, t, said, attitud, sin, say, pray, re, tell",0.0403527787557,0.0207730103554,1.0,0.0,0.607298108898,0.693980010487,0.69067082151,Shepherd,4,4.8,4.13764180953
21,Shepherd_test16,10,15.6411619186,"s, get, don, pray, want, christ, ask, ill, prayer, talk, wisdom, know, t, god, say, let, said, i, lord, tri",0.030527730613,0.0280533248666,0.5,0.5,0.618903519389,0.647216019239,0.666799813568,Shepherd,4,4.3,4.00693985532
23,Shepherd_test19,10,16.5288689137,"s, sin, don, god, get, christ, pray, ask, ill, prayer, said, t, want, thing, grace, let, jesus, wrath, preacher, pay",0.0310896525885,0.0315277050695,0.4,0.6,0.57311531737,0.665868122375,0.519626943142,Shepherd,4,3.4,3.44642916176
30,Shepherd_test14,10,14.9364769459,"s, don, christ, want, t, encourag, know, sin, ill, get, god, said, thing, whi, say, jesus, ask, happen, tri, let",0.0275602162585,0.0267785747321,0.5,0.5,0.596821955111,0.638065690478,0.622893597628,Shepherd,4,3.4,3.8895806102
31,Shepherd_test4,10,14.7323460579,"s, ask, get, christ, know, want, don, t, said, god, ill, thing, will, lord, i, sin, prayer, save, heaven, bless",0.0302786532202,0.0221163392848,0.8,0.2,0.623081486986,0.691235606974,0.706230079631,Shepherd,4,4.30754385965,3.78305791019
32,Shepherd_test8,10,15.6539170742,"s, don, get, love, want, sin, t, god, know, ill, rememb, said, christ, ask, say, i, thing, preach, go, lord",0.0352848435841,0.0213648727412,0.9,0.1,0.592923459127,0.661212104196,0.66315114702,Shepherd,4,4.0,4.00981528537
34,Shepherd_test3,10,14.9491109848,"s, get, christ, don, t, ask, pray, testimoni, god, said, ill, jesus, want, know, thing, lord, everyth, i, happen, scriptur",0.0312618294341,0.0189158164307,0.9,0.1,0.568648113215,0.665158682627,0.584250723842,Shepherd,4,4.0,4.34944778478
37,Shepherd_test13,10,13.7246248722,"trust, get, s, god, want, lord, christ, faith, say, joy, ill, said, know, heaven, someon, don, worship, ask, preacher, go",0.0386351934041,0.0181696933226,1.0,0.0,0.662736834201,0.73574120194,0.614961796167,Shepherd,4,5.66,4.40805376856
45,Shepherd_test1,10,16.0977640152,"s, love, don, heaven, christ, get, car, t, want, said, god, ask, thing, ill, i, know, preacher, didn, jesus, do",0.0373813581849,0.0195296364417,0.9,0.1,0.611649407385,0.650097166042,0.67214360746,Shepherd,4,4.3,3.96451687668
49,Shepherd_test11,10,15.2626879215,"s, get, christ, want, tell, preacher, ill, don, t, preach, said, go, ask, good, let, do, someth, god, thing, know",0.0384771847184,0.0198963534435,0.9,0.1,0.598266035888,0.63852452246,0.669782129081,Shepherd,4,4.7,3.98855017687
55,Shepherd_test18,10,15.5869588852,"s, grace, don, get, t, god, job, sin, said, christ, ask, know, let, ill, jesus, want, i, thing, love, got",0.0347945258047,0.0280708990414,0.5,0.5,0.596412489088,0.667191301748,0.678024700263,Shepherd,4,4.3,3.74028121038
58,Shepherd_test7,10,14.3101608753,"s, walk, christ, sin, want, get, don, preach, god, know, said, christma, t, ill, i, jesus, preacher, ask, someth, say",0.0303342132388,0.023979279977,0.8,0.2,0.619035423953,0.664302490469,0.536868891734,Shepherd,4,5.2,4.26999728271
63,Shepherd_test17,10,13.673582077,"s, ask, get, don, pray, prayer, god, say, wisdom, elder, sin, want, t, preacher, ill, wait, i, thank, christ, lord",0.0339866308916,0.0220653689101,0.8,0.2,0.634711339213,0.604998156436,0.612000353703,Shepherd,4,4.0,4.0371963747
66,Shepherd_test2,10,16.3766520023,"s, don, get, want, preach, t, said, better, thing, know, happen, ask, ill, say, walk, i, god, didn, too, preacher",0.0330200185344,0.0213064128688,0.8,0.2,0.581871529685,0.661892172488,0.59049668577,Shepherd,4,4.0,4.22147828088
71,Shepherd_test12,10,15.2081439495,"s, get, don, ask, sin, hope, god, want, t, go, christ, wisdom, said, know, i, ill, lord, heaven, whi, happi",0.0354301470431,0.0248557141846,0.8,0.2,0.625182892382,0.668571970532,0.514960039271,Shepherd,4,4.9,3.92393996222
72,Shepherd_test5,10,16.9108600616,"s, christ, don, get, t, sin, ill, said, worship, know, want, god, let, ask, re, bad, i, preach, ve, jesus",0.0316884884397,0.0261375563463,0.7,0.3,0.557463205655,0.659624972708,0.554915234849,Shepherd,4,4.3,4.05045378778
73,DorothyDay_test8,10,11.7057869434,"worker, get, too, let, strike, room, talk, labor, say, tri, know, go, christ, pray, bed, acr, negro, priest, sleep, do",0.0244704913754,0.0225024276053,0.6,0.4,0.701411340787,0.754502975218,0.647063120917,DorothyDay,4,3.985,3.85921424569
75,DorothyDay_test13,10,8.92231082916,"room, worker, get, retreat, too, hospit, morn, priest, street, camp, done, prayer, reader, cloth, floor, arrest, fr, care, know, farm",0.0231187809772,0.0218313021586,0.7,0.3,0.676997931207,0.734657693993,0.617996582749,DorothyDay,4,3.985,4.1790241542
76,DorothyDay_test3,10,18.962086916,"worker, get, too, talk, labor, say, fr, farm, thing, poverti, priest, tri, will, go, cloth, christ, bread, love, i, peter",0.0214439456986,0.0190702216705,0.7,0.3,0.704204127409,0.730997532763,0.805622310689,DorothyDay,4,3.8,4.00149733863
