,group,filepath,subgroup
0,Bahai,./data_dsicap/Bahai/raw/Bahai01.txt,test4
1,Bahai,./data_dsicap/Bahai/raw/Bahai02.txt,test1
2,Bahai,./data_dsicap/Bahai/raw/Bahai03.txt,test8
3,Bahai,./data_dsicap/Bahai/raw/Bahai04.txt,test7
4,Bahai,./data_dsicap/Bahai/raw/Bahai05.txt,test1
5,Bahai,./data_dsicap/Bahai/raw/Bahai06.txt,test7
6,Bahai,./data_dsicap/Bahai/raw/Bahai07.txt,test8
7,Bahai,./data_dsicap/Bahai/raw/Bahai08.txt,test9
8,Bahai,./data_dsicap/Bahai/raw/Bahai09.txt,test2
9,Bahai,./data_dsicap/Bahai/raw/Bahai10.txt,test3
10,Bahai,./data_dsicap/Bahai/raw/Bahai11.txt,test3
11,Bahai,./data_dsicap/Bahai/raw/Bahai12.txt,test5
12,Bahai,./data_dsicap/Bahai/raw/Bahai13.txt,test0
13,Bahai,./data_dsicap/Bahai/raw/Bahai14.txt,test4
14,Bahai,./data_dsicap/Bahai/raw/Bahai15.txt,test1
15,Bahai,./data_dsicap/Bahai/raw/Bahai16.txt,test9
16,Bahai,./data_dsicap/Bahai/raw/Bahai17.txt,test1
17,Bahai,./data_dsicap/Bahai/raw/Bahai18.txt,test4
18,Bahai,./data_dsicap/Bahai/raw/Bahai19.txt,test0
19,Bahai,./data_dsicap/Bahai/raw/Bahai20.txt,test1
20,Bahai,./data_dsicap/Bahai/raw/Bahai21.txt,test0
21,Bahai,./data_dsicap/Bahai/raw/Bahai22.txt,test8
22,Bahai,./data_dsicap/Bahai/raw/Bahai23.txt,test2
23,Bahai,./data_dsicap/Bahai/raw/Bahai24.txt,test7
24,Bahai,./data_dsicap/Bahai/raw/Bahai25.txt,test5
25,Bahai,./data_dsicap/Bahai/raw/Bahai26.txt,test6
26,Bahai,./data_dsicap/Bahai/raw/Bahai27.txt,test6
27,Bahai,./data_dsicap/Bahai/raw/Bahai28.txt,test7
28,Bahai,./data_dsicap/Bahai/raw/Bahai29.txt,test2
29,Bahai,./data_dsicap/Bahai/raw/Bahai30.txt,test5
30,Bahai,./data_dsicap/Bahai/raw/Bahai31.txt,test6
31,Bahai,./data_dsicap/Bahai/raw/Bahai32.txt,test4
32,Bahai,./data_dsicap/Bahai/raw/Bahai33.txt,test9
33,Bahai,./data_dsicap/Bahai/raw/Bahai34.txt,test0
34,Bahai,./data_dsicap/Bahai/raw/Bahai35.txt,test8
35,Bahai,./data_dsicap/Bahai/raw/Bahai36.txt,test2
36,Bahai,./data_dsicap/Bahai/raw/Bahai37.txt,test9
37,Bahai,./data_dsicap/Bahai/raw/Bahai38.txt,test4
38,Bahai,./data_dsicap/Bahai/raw/Bahai39.txt,test6
39,Bahai,./data_dsicap/Bahai/raw/Bahai40.txt,test7
40,Bahai,./data_dsicap/Bahai/raw/Bahai41.txt,test3
41,Bahai,./data_dsicap/Bahai/raw/Bahai42.txt,test0
42,Bahai,./data_dsicap/Bahai/raw/Bahai43.txt,test6
43,Bahai,./data_dsicap/Bahai/raw/Bahai44.txt,test8
44,Bahai,./data_dsicap/Bahai/raw/Bahai45.txt,test2
45,Bahai,./data_dsicap/Bahai/raw/Bahai46.txt,test5
46,Bahai,./data_dsicap/Bahai/raw/Bahai47.txt,test3
47,Bahai,./data_dsicap/Bahai/raw/Bahai48.txt,test3
48,Bahai,./data_dsicap/Bahai/raw/Bahai49.txt,test9
49,Bahai,./data_dsicap/Bahai/raw/Bahai50.txt,test5
50,IntegralYoga,./data_dsicap/IntegralYoga/raw/YV01.txt,test0
51,IntegralYoga,./data_dsicap/IntegralYoga/raw/YV02.txt,test5
52,IntegralYoga,./data_dsicap/IntegralYoga/raw/YV03.txt,test1
53,IntegralYoga,./data_dsicap/IntegralYoga/raw/YV04.txt,test5
54,IntegralYoga,./data_dsicap/IntegralYoga/raw/YV05.txt,test4
55,IntegralYoga,./data_dsicap/IntegralYoga/raw/YV06.txt,test8
56,IntegralYoga,./data_dsicap/IntegralYoga/raw/YV07.txt,test0
57,IntegralYoga,./data_dsicap/IntegralYoga/raw/YV08.txt,test3
58,IntegralYoga,./data_dsicap/IntegralYoga/raw/YV09.txt,test2
59,IntegralYoga,./data_dsicap/IntegralYoga/raw/YV10.txt,test3
60,IntegralYoga,./data_dsicap/IntegralYoga/raw/YV11.txt,test9
61,IntegralYoga,./data_dsicap/IntegralYoga/raw/YV12.txt,test1
62,IntegralYoga,./data_dsicap/IntegralYoga/raw/YV13.txt,test4
63,IntegralYoga,./data_dsicap/IntegralYoga/raw/YV14.txt,test11
64,IntegralYoga,./data_dsicap/IntegralYoga/raw/YV15.txt,test8
65,IntegralYoga,./data_dsicap/IntegralYoga/raw/YV16.txt,test4
66,IntegralYoga,./data_dsicap/IntegralYoga/raw/YV17.txt,test0
67,IntegralYoga,./data_dsicap/IntegralYoga/raw/YV18.txt,test3
68,IntegralYoga,./data_dsicap/IntegralYoga/raw/YV19.txt,test3
69,IntegralYoga,./data_dsicap/IntegralYoga/raw/YV20.txt,test7
70,IntegralYoga,./data_dsicap/IntegralYoga/raw/YV21.txt,test2
71,IntegralYoga,./data_dsicap/IntegralYoga/raw/YV22.txt,test7
72,IntegralYoga,./data_dsicap/IntegralYoga/raw/YV23.txt,test5
73,IntegralYoga,./data_dsicap/IntegralYoga/raw/YV24.txt,test10
74,IntegralYoga,./data_dsicap/IntegralYoga/raw/YV25.txt,test9
75,IntegralYoga,./data_dsicap/IntegralYoga/raw/YV26.txt,test5
76,IntegralYoga,./data_dsicap/IntegralYoga/raw/YV27.txt,test8
77,IntegralYoga,./data_dsicap/IntegralYoga/raw/YV28.txt,test9
78,IntegralYoga,./data_dsicap/IntegralYoga/raw/YV29.txt,test11
79,IntegralYoga,./data_dsicap/IntegralYoga/raw/YV30.txt,test7
80,IntegralYoga,./data_dsicap/IntegralYoga/raw/YV31.txt,test9
81,IntegralYoga,./data_dsicap/IntegralYoga/raw/YV32.txt,test11
82,IntegralYoga,./data_dsicap/IntegralYoga/raw/YV33.txt,test5
83,IntegralYoga,./data_dsicap/IntegralYoga/raw/YV34.txt,test2
84,IntegralYoga,./data_dsicap/IntegralYoga/raw/YV35.txt,test1
85,IntegralYoga,./data_dsicap/IntegralYoga/raw/YV36.txt,test6
86,IntegralYoga,./data_dsicap/IntegralYoga/raw/YV37.txt,test3
87,IntegralYoga,./data_dsicap/IntegralYoga/raw/YV38.txt,test4
88,IntegralYoga,./data_dsicap/IntegralYoga/raw/YV39.txt,test7
89,IntegralYoga,./data_dsicap/IntegralYoga/raw/YV40.txt,test8
90,IntegralYoga,./data_dsicap/IntegralYoga/raw/YV41.txt,test9
91,IntegralYoga,./data_dsicap/IntegralYoga/raw/YV42.txt,test10
92,IntegralYoga,./data_dsicap/IntegralYoga/raw/YV43.txt,test6
93,IntegralYoga,./data_dsicap/IntegralYoga/raw/YV44.txt,test0
94,IntegralYoga,./data_dsicap/IntegralYoga/raw/YV45.txt,test10
95,IntegralYoga,./data_dsicap/IntegralYoga/raw/YV46.txt,test4
96,IntegralYoga,./data_dsicap/IntegralYoga/raw/YV47.txt,test6
97,IntegralYoga,./data_dsicap/IntegralYoga/raw/YV48.txt,test6
98,IntegralYoga,./data_dsicap/IntegralYoga/raw/YV49.txt,test10
99,IntegralYoga,./data_dsicap/IntegralYoga/raw/YV50.txt,test2
100,IntegralYoga,./data_dsicap/IntegralYoga/raw/YV51.txt,test1
101,IntegralYoga,./data_dsicap/IntegralYoga/raw/YV52.txt,test6
102,IntegralYoga,./data_dsicap/IntegralYoga/raw/YV53.txt,test2
103,IntegralYoga,./data_dsicap/IntegralYoga/raw/YV54.txt,test7
104,IntegralYoga,./data_dsicap/IntegralYoga/raw/YV55.txt,test10
105,IntegralYoga,./data_dsicap/IntegralYoga/raw/YV56.txt,test11
106,IntegralYoga,./data_dsicap/IntegralYoga/raw/YV57.txt,test8
107,IntegralYoga,./data_dsicap/IntegralYoga/raw/YV58.txt,test0
108,IntegralYoga,./data_dsicap/IntegralYoga/raw/YV59.txt,test1
109,SeaShepherds,./data_dsicap/SeaShepherds/raw/SS01.txt,test0
110,SeaShepherds,./data_dsicap/SeaShepherds/raw/SS02.txt,test3
111,SeaShepherds,./data_dsicap/SeaShepherds/raw/SS03.txt,test1
112,SeaShepherds,./data_dsicap/SeaShepherds/raw/SS04.txt,test2
113,SeaShepherds,./data_dsicap/SeaShepherds/raw/SS05.txt,test2
114,SeaShepherds,./data_dsicap/SeaShepherds/raw/SS06.txt,test1
115,SeaShepherds,./data_dsicap/SeaShepherds/raw/SS07.txt,test0
116,SeaShepherds,./data_dsicap/SeaShepherds/raw/SS08.txt,test1
117,SeaShepherds,./data_dsicap/SeaShepherds/raw/SS09.txt,test3
118,SeaShepherds,./data_dsicap/SeaShepherds/raw/SS10.txt,test2
119,SeaShepherds,./data_dsicap/SeaShepherds/raw/SS11.txt,test0
120,SeaShepherds,./data_dsicap/SeaShepherds/raw/SS12.txt,test2
121,SeaShepherds,./data_dsicap/SeaShepherds/raw/SS13.txt,test0
122,SeaShepherds,./data_dsicap/SeaShepherds/raw/SS14.txt,test1
123,SeaShepherds,./data_dsicap/SeaShepherds/raw/SS15.txt,test2
124,SeaShepherds,./data_dsicap/SeaShepherds/raw/SS16.txt,test3
125,SeaShepherds,./data_dsicap/SeaShepherds/raw/SS17.txt,test0
126,SeaShepherds,./data_dsicap/SeaShepherds/raw/SS18.txt,test1
127,SeaShepherds,./data_dsicap/SeaShepherds/raw/SS19.txt,test3
128,SeaShepherds,./data_dsicap/SeaShepherds/raw/SS20.txt,test3
