,group,filepath,subgroup
0,Bahai,./data_dsicap/Bahai/raw/Bahai01.txt,test1
1,Bahai,./data_dsicap/Bahai/raw/Bahai02.txt,test0
2,Bahai,./data_dsicap/Bahai/raw/Bahai03.txt,test1
3,Bahai,./data_dsicap/Bahai/raw/Bahai04.txt,test1
4,Bahai,./data_dsicap/Bahai/raw/Bahai05.txt,test1
5,Bahai,./data_dsicap/Bahai/raw/Bahai06.txt,train3
6,Bahai,./data_dsicap/Bahai/raw/Bahai07.txt,train4
7,Bahai,./data_dsicap/Bahai/raw/Bahai08.txt,test1
8,Bahai,./data_dsicap/Bahai/raw/Bahai09.txt,test0
9,Bahai,./data_dsicap/Bahai/raw/Bahai10.txt,train3
10,Bahai,./data_dsicap/Bahai/raw/Bahai11.txt,test0
11,Bahai,./data_dsicap/Bahai/raw/Bahai12.txt,train2
12,Bahai,./data_dsicap/Bahai/raw/Bahai13.txt,test0
13,Bahai,./data_dsicap/Bahai/raw/Bahai14.txt,test1
14,Bahai,./data_dsicap/Bahai/raw/Bahai15.txt,train4
15,Bahai,./data_dsicap/Bahai/raw/Bahai16.txt,test1
16,Bahai,./data_dsicap/Bahai/raw/Bahai17.txt,train3
17,Bahai,./data_dsicap/Bahai/raw/Bahai18.txt,test1
18,Bahai,./data_dsicap/Bahai/raw/Bahai19.txt,train4
19,Bahai,./data_dsicap/Bahai/raw/Bahai20.txt,train4
20,Bahai,./data_dsicap/Bahai/raw/Bahai21.txt,test0
21,Bahai,./data_dsicap/Bahai/raw/Bahai22.txt,test1
22,Bahai,./data_dsicap/Bahai/raw/Bahai23.txt,train3
23,Bahai,./data_dsicap/Bahai/raw/Bahai24.txt,train3
24,Bahai,./data_dsicap/Bahai/raw/Bahai25.txt,test0
25,Bahai,./data_dsicap/Bahai/raw/Bahai26.txt,test0
26,Bahai,./data_dsicap/Bahai/raw/Bahai27.txt,train2
27,Bahai,./data_dsicap/Bahai/raw/Bahai28.txt,train3
28,Bahai,./data_dsicap/Bahai/raw/Bahai29.txt,test0
29,Bahai,./data_dsicap/Bahai/raw/Bahai30.txt,test0
30,Bahai,./data_dsicap/Bahai/raw/Bahai31.txt,train2
31,Bahai,./data_dsicap/Bahai/raw/Bahai32.txt,train3
32,Bahai,./data_dsicap/Bahai/raw/Bahai33.txt,train4
33,Bahai,./data_dsicap/Bahai/raw/Bahai34.txt,train3
34,Bahai,./data_dsicap/Bahai/raw/Bahai35.txt,train4
35,Bahai,./data_dsicap/Bahai/raw/Bahai36.txt,test1
36,Bahai,./data_dsicap/Bahai/raw/Bahai37.txt,train2
37,Bahai,./data_dsicap/Bahai/raw/Bahai38.txt,test0
38,Bahai,./data_dsicap/Bahai/raw/Bahai39.txt,train3
39,Bahai,./data_dsicap/Bahai/raw/Bahai40.txt,train4
40,Bahai,./data_dsicap/Bahai/raw/Bahai41.txt,train2
41,Bahai,./data_dsicap/Bahai/raw/Bahai42.txt,train2
42,Bahai,./data_dsicap/Bahai/raw/Bahai43.txt,train2
43,Bahai,./data_dsicap/Bahai/raw/Bahai44.txt,train4
44,Bahai,./data_dsicap/Bahai/raw/Bahai45.txt,train3
45,Bahai,./data_dsicap/Bahai/raw/Bahai46.txt,train2
46,Bahai,./data_dsicap/Bahai/raw/Bahai47.txt,train2
47,Bahai,./data_dsicap/Bahai/raw/Bahai48.txt,train4
48,Bahai,./data_dsicap/Bahai/raw/Bahai49.txt,train2
49,Bahai,./data_dsicap/Bahai/raw/Bahai50.txt,train4
50,DorothyDay,./data_dsicap/DorothyDay/raw/12.html.txt,test0
51,DorothyDay,./data_dsicap/DorothyDay/raw/13.html.txt,train3
52,DorothyDay,./data_dsicap/DorothyDay/raw/142.html.txt,train3
53,DorothyDay,./data_dsicap/DorothyDay/raw/143.html.txt,train2
54,DorothyDay,./data_dsicap/DorothyDay/raw/145.html.txt,train3
55,DorothyDay,./data_dsicap/DorothyDay/raw/146.html.txt,train3
56,DorothyDay,./data_dsicap/DorothyDay/raw/147.html.txt,test0
57,DorothyDay,./data_dsicap/DorothyDay/raw/148.html.txt,test1
58,DorothyDay,./data_dsicap/DorothyDay/raw/149.html.txt,train2
59,DorothyDay,./data_dsicap/DorothyDay/raw/150.html.txt,train3
60,DorothyDay,./data_dsicap/DorothyDay/raw/151.html.txt,train2
61,DorothyDay,./data_dsicap/DorothyDay/raw/152.html.txt,test0
62,DorothyDay,./data_dsicap/DorothyDay/raw/153.html.txt,train2
63,DorothyDay,./data_dsicap/DorothyDay/raw/154.html.txt,test1
64,DorothyDay,./data_dsicap/DorothyDay/raw/155.html.txt,train3
65,DorothyDay,./data_dsicap/DorothyDay/raw/156.html.txt,train3
66,DorothyDay,./data_dsicap/DorothyDay/raw/158.html.txt,test1
67,DorothyDay,./data_dsicap/DorothyDay/raw/159.html.txt,test1
68,DorothyDay,./data_dsicap/DorothyDay/raw/160.html.txt,test0
69,DorothyDay,./data_dsicap/DorothyDay/raw/161.html.txt,train2
70,DorothyDay,./data_dsicap/DorothyDay/raw/162.html.txt,train2
71,DorothyDay,./data_dsicap/DorothyDay/raw/164.html.txt,train3
72,DorothyDay,./data_dsicap/DorothyDay/raw/165.html.txt,train2
73,DorothyDay,./data_dsicap/DorothyDay/raw/166.html.txt,test0
74,DorothyDay,./data_dsicap/DorothyDay/raw/167.html.txt,test0
