,group,filepath,subgroup
0,DorothyDay,./data_dsicap/fake_data/DorothyDay/raw/12.html.txt,test-CZ8S6Y
1,DorothyDay,./data_dsicap/fake_data/DorothyDay/raw/13.html.txt,test-BUOYME
2,DorothyDay,./data_dsicap/fake_data/DorothyDay/raw/2.html.txt,test-VK66G8
3,DorothyDay,./data_dsicap/fake_data/DorothyDay/raw/3.html.txt,test-3QXL5H
4,DorothyDay,./data_dsicap/fake_data/DorothyDay/raw/5.html.txt,test-LKN8Z1
5,NaumanKhan,./data_dsicap/fake_data/NaumanKhan/raw/al_furqan_being_peaceful_and_greatful.docx.txt,test-6UBKRM
6,NaumanKhan,./data_dsicap/fake_data/NaumanKhan/raw/are_you_living_a_dream.txt,test-2LTE56
7,NaumanKhan,./data_dsicap/fake_data/NaumanKhan/raw/be_like_the_bee.docx.txt,test-3XSJ1T
8,NaumanKhan,./data_dsicap/fake_data/NaumanKhan/raw/believers_response_by_nouman_ali_khan.txt,test-TFKYAR
9,NaumanKhan,./data_dsicap/fake_data/NaumanKhan/raw/chronicles_of_the_sahaba_in_their_youth.docx.txt,test-HPJFKC
10,NawDawg,./data_dsicap/fake_data/NawDawg/raw/naw_dawg.txt,test-R5TAUQ
11,NawDawg,./data_dsicap/fake_data/NawDawg/raw/yea_dawg.txt,test-CPW3G2
12,Rabbinic,./data_dsicap/fake_data/Rabbinic/raw/where-do-you-put-your-menorah.txt,test-5VIZNZ
13,Rabbinic,./data_dsicap/fake_data/Rabbinic/raw/who-jew-revisited.txt,test-NFQDAW
14,Rabbinic,./data_dsicap/fake_data/Rabbinic/raw/why-synagogue.txt,test-W1FT31
15,Rabbinic,./data_dsicap/fake_data/Rabbinic/raw/will-believe.txt,test-05G4LM
16,Rabbinic,./data_dsicap/fake_data/Rabbinic/raw/zerizus.txt,test-CCPGI5
