,group,filepath,subgroup
0,Bahai,./data_dsicap/Bahai/raw/Bahai01.txt,test1
1,Bahai,./data_dsicap/Bahai/raw/Bahai02.txt,train2
2,Bahai,./data_dsicap/Bahai/raw/Bahai03.txt,train3
3,Bahai,./data_dsicap/Bahai/raw/Bahai04.txt,train4
4,Bahai,./data_dsicap/Bahai/raw/Bahai05.txt,test0
5,Bahai,./data_dsicap/Bahai/raw/Bahai06.txt,train3
6,Bahai,./data_dsicap/Bahai/raw/Bahai07.txt,train2
7,Bahai,./data_dsicap/Bahai/raw/Bahai08.txt,train4
8,Bahai,./data_dsicap/Bahai/raw/Bahai09.txt,train4
9,Bahai,./data_dsicap/Bahai/raw/Bahai10.txt,train4
10,Bahai,./data_dsicap/Bahai/raw/Bahai11.txt,train4
11,Bahai,./data_dsicap/Bahai/raw/Bahai12.txt,test1
12,Bahai,./data_dsicap/Bahai/raw/Bahai13.txt,test1
13,Bahai,./data_dsicap/Bahai/raw/Bahai14.txt,test0
14,Bahai,./data_dsicap/Bahai/raw/Bahai15.txt,train3
15,Bahai,./data_dsicap/Bahai/raw/Bahai16.txt,test0
16,Bahai,./data_dsicap/Bahai/raw/Bahai17.txt,test0
17,Bahai,./data_dsicap/Bahai/raw/Bahai18.txt,train4
18,Bahai,./data_dsicap/Bahai/raw/Bahai19.txt,train2
19,Bahai,./data_dsicap/Bahai/raw/Bahai20.txt,test0
20,Bahai,./data_dsicap/Bahai/raw/Bahai21.txt,train2
21,Bahai,./data_dsicap/Bahai/raw/Bahai22.txt,train3
22,Bahai,./data_dsicap/Bahai/raw/Bahai23.txt,train2
23,Bahai,./data_dsicap/Bahai/raw/Bahai24.txt,train2
24,Bahai,./data_dsicap/Bahai/raw/Bahai25.txt,test1
25,Bahai,./data_dsicap/Bahai/raw/Bahai26.txt,train2
26,Bahai,./data_dsicap/Bahai/raw/Bahai27.txt,test1
27,Bahai,./data_dsicap/Bahai/raw/Bahai28.txt,train4
28,Bahai,./data_dsicap/Bahai/raw/Bahai29.txt,test0
29,Bahai,./data_dsicap/Bahai/raw/Bahai30.txt,train2
30,Bahai,./data_dsicap/Bahai/raw/Bahai31.txt,train3
31,Bahai,./data_dsicap/Bahai/raw/Bahai32.txt,test0
32,Bahai,./data_dsicap/Bahai/raw/Bahai33.txt,test1
33,Bahai,./data_dsicap/Bahai/raw/Bahai34.txt,train4
34,Bahai,./data_dsicap/Bahai/raw/Bahai35.txt,test1
35,Bahai,./data_dsicap/Bahai/raw/Bahai36.txt,test0
36,Bahai,./data_dsicap/Bahai/raw/Bahai37.txt,train3
37,Bahai,./data_dsicap/Bahai/raw/Bahai38.txt,test1
38,Bahai,./data_dsicap/Bahai/raw/Bahai39.txt,train2
39,Bahai,./data_dsicap/Bahai/raw/Bahai40.txt,train4
40,Bahai,./data_dsicap/Bahai/raw/Bahai41.txt,test1
41,Bahai,./data_dsicap/Bahai/raw/Bahai42.txt,test0
42,Bahai,./data_dsicap/Bahai/raw/Bahai43.txt,test0
43,Bahai,./data_dsicap/Bahai/raw/Bahai44.txt,test1
44,Bahai,./data_dsicap/Bahai/raw/Bahai45.txt,train2
45,Bahai,./data_dsicap/Bahai/raw/Bahai46.txt,train3
46,Bahai,./data_dsicap/Bahai/raw/Bahai47.txt,train4
47,Bahai,./data_dsicap/Bahai/raw/Bahai48.txt,train3
48,Bahai,./data_dsicap/Bahai/raw/Bahai49.txt,train3
49,Bahai,./data_dsicap/Bahai/raw/Bahai50.txt,train3
50,DorothyDay,./data_dsicap/DorothyDay/raw/12.html.txt,train3
51,DorothyDay,./data_dsicap/DorothyDay/raw/13.html.txt,train2
52,DorothyDay,./data_dsicap/DorothyDay/raw/142.html.txt,test0
53,DorothyDay,./data_dsicap/DorothyDay/raw/143.html.txt,test0
54,DorothyDay,./data_dsicap/DorothyDay/raw/145.html.txt,test0
55,DorothyDay,./data_dsicap/DorothyDay/raw/146.html.txt,train3
56,DorothyDay,./data_dsicap/DorothyDay/raw/147.html.txt,test1
57,DorothyDay,./data_dsicap/DorothyDay/raw/148.html.txt,train2
58,DorothyDay,./data_dsicap/DorothyDay/raw/149.html.txt,train3
59,DorothyDay,./data_dsicap/DorothyDay/raw/150.html.txt,test1
60,DorothyDay,./data_dsicap/DorothyDay/raw/151.html.txt,test1
61,DorothyDay,./data_dsicap/DorothyDay/raw/152.html.txt,train2
62,DorothyDay,./data_dsicap/DorothyDay/raw/153.html.txt,test0
63,DorothyDay,./data_dsicap/DorothyDay/raw/154.html.txt,train3
64,DorothyDay,./data_dsicap/DorothyDay/raw/155.html.txt,test0
65,DorothyDay,./data_dsicap/DorothyDay/raw/156.html.txt,test0
66,DorothyDay,./data_dsicap/DorothyDay/raw/158.html.txt,train3
67,DorothyDay,./data_dsicap/DorothyDay/raw/159.html.txt,test1
68,DorothyDay,./data_dsicap/DorothyDay/raw/160.html.txt,train3
69,DorothyDay,./data_dsicap/DorothyDay/raw/161.html.txt,train3
70,DorothyDay,./data_dsicap/DorothyDay/raw/162.html.txt,train2
71,DorothyDay,./data_dsicap/DorothyDay/raw/164.html.txt,test1
72,DorothyDay,./data_dsicap/DorothyDay/raw/165.html.txt,train2
73,DorothyDay,./data_dsicap/DorothyDay/raw/166.html.txt,train2
74,DorothyDay,./data_dsicap/DorothyDay/raw/167.html.txt,train3
75,DorothyDay,./data_dsicap/DorothyDay/raw/169.html.txt,train2
76,DorothyDay,./data_dsicap/DorothyDay/raw/170.html.txt,test1
77,DorothyDay,./data_dsicap/DorothyDay/raw/171.html.txt,test0
78,DorothyDay,./data_dsicap/DorothyDay/raw/172.html.txt,train2
79,DorothyDay,./data_dsicap/DorothyDay/raw/173.html.txt,train4
80,DorothyDay,./data_dsicap/DorothyDay/raw/174.html.txt,train3
81,DorothyDay,./data_dsicap/DorothyDay/raw/175.html.txt,test1
82,DorothyDay,./data_dsicap/DorothyDay/raw/176.html.txt,test0
83,DorothyDay,./data_dsicap/DorothyDay/raw/177.html.txt,test1
84,DorothyDay,./data_dsicap/DorothyDay/raw/178.html.txt,train3
85,DorothyDay,./data_dsicap/DorothyDay/raw/2.html.txt,test1
86,DorothyDay,./data_dsicap/DorothyDay/raw/3.html.txt,train2
87,DorothyDay,./data_dsicap/DorothyDay/raw/5.html.txt,test1
