,group,filepath,subgroup
0,DorothyDay,./data_dsicap_FULL/DorothyDay/raw/12.html.txt,train43
1,DorothyDay,./data_dsicap_FULL/DorothyDay/raw/13.html.txt,train31
2,DorothyDay,./data_dsicap_FULL/DorothyDay/raw/142.html.txt,train55
3,DorothyDay,./data_dsicap_FULL/DorothyDay/raw/143.html.txt,train43
4,DorothyDay,./data_dsicap_FULL/DorothyDay/raw/145.html.txt,test2
5,DorothyDay,./data_dsicap_FULL/DorothyDay/raw/146.html.txt,train34
6,DorothyDay,./data_dsicap_FULL/DorothyDay/raw/147.html.txt,train70
7,DorothyDay,./data_dsicap_FULL/DorothyDay/raw/148.html.txt,train54
8,DorothyDay,./data_dsicap_FULL/DorothyDay/raw/149.html.txt,train47
9,DorothyDay,./data_dsicap_FULL/DorothyDay/raw/15.html.txt,test10
10,DorothyDay,./data_dsicap_FULL/DorothyDay/raw/150.html.txt,train30
11,DorothyDay,./data_dsicap_FULL/DorothyDay/raw/151.html.txt,train67
12,DorothyDay,./data_dsicap_FULL/DorothyDay/raw/152.html.txt,train42
13,DorothyDay,./data_dsicap_FULL/DorothyDay/raw/153.html.txt,train36
14,DorothyDay,./data_dsicap_FULL/DorothyDay/raw/154.html.txt,test0
15,DorothyDay,./data_dsicap_FULL/DorothyDay/raw/155.html.txt,test15
16,DorothyDay,./data_dsicap_FULL/DorothyDay/raw/156.html.txt,train45
17,DorothyDay,./data_dsicap_FULL/DorothyDay/raw/158.html.txt,train74
18,DorothyDay,./data_dsicap_FULL/DorothyDay/raw/159.html.txt,test12
19,DorothyDay,./data_dsicap_FULL/DorothyDay/raw/16.html.txt,train58
20,DorothyDay,./data_dsicap_FULL/DorothyDay/raw/160.html.txt,train25
21,DorothyDay,./data_dsicap_FULL/DorothyDay/raw/161.html.txt,test20
22,DorothyDay,./data_dsicap_FULL/DorothyDay/raw/162.html.txt,train73
23,DorothyDay,./data_dsicap_FULL/DorothyDay/raw/164.html.txt,train44
24,DorothyDay,./data_dsicap_FULL/DorothyDay/raw/165.html.txt,train40
25,DorothyDay,./data_dsicap_FULL/DorothyDay/raw/166.html.txt,train39
