,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,PSJudge,toBeFrac,pronounFrac,nous,vous,je,ils,il,elle,le,avgSD,avgEVC,groupName,rank,rfPred,svmPred
3,Shepherd_test15,10,40.4526438713,"love, s, rememb, prais, god, whi, get, want, don, faith, ask, know, ill, i, jesus",0.0401613791485,0.0203761245011,0.9,0.1,0.346009460832,0.0630423389092,0.621636182698,0.0207453568939,0.0200073797712,0.0254192120044,0.0108646631954,0.0242302488623,0.00483785002665,0.012463613628,0.665900900114,0.672541679307,Shepherd,4,4.0,3.7810364202
5,Shepherd_test9,10,44.4638609886,"s, get, christ, god, lord, don, got, ill, better, said, t, i, prais, want, ask",0.0371618858848,0.0203491750365,0.9,0.1,0.330064635868,0.0684984407301,0.59992034215,0.0214972940469,0.0136425135298,0.0254810583283,0.00860643415514,0.0224368610944,0.00563740228503,0.0111244738425,0.666048244727,0.608879715832,Shepherd,4,4.0,4.24991351043
6,Shepherd_test0,10,45.0632750988,"s, ask, christ, don, want, t, sin, god, know, said, get, jesus, disagr, am, i",0.0296312267299,0.0214332861675,0.7,0.3,0.318981274014,0.0748439531887,0.594431558869,0.0215599239062,0.0200098640175,0.0242020714437,0.0123652504756,0.0223349538505,0.00387514972169,0.0105685901501,0.698985134944,0.585601536427,Shepherd,4,4.0,3.88869581357
9,Shepherd_test10,10,48.6790318489,"s, christ, get, ask, want, sin, god, ill, know, don, said, go, fear, evil, jesus",0.0283870444809,0.0231799765514,0.7,0.3,0.279711069838,0.0896488653818,0.634986429803,0.0232773136989,0.0157823488625,0.023145243834,0.00954204774326,0.0202727242711,0.00534882953082,0.0114570607852,0.701171835423,0.712805060976,Shepherd,4,4.0,4.37697908446
14,Shepherd_test20,10,47.9183950424,"s, get, don, sin, love, christ, t, want, ill, ask, know, jesus, evil, preach, preacher",0.0341399869671,0.0309873960476,0.6,0.4,0.236974111956,0.0726013540932,0.603057668923,0.0204902789518,0.0162975486052,0.0194420963652,0.00963651732883,0.0271513102282,0.00476754015216,0.0112933220626,0.625028634431,0.599883336285,Shepherd,4,4.0,3.80513438149
15,Shepherd_test6,10,49.758161068,"s, get, christ, don, want, ask, t, knock, said, satan, door, thing, ill, know, jesus",0.0340984867552,0.0241736850888,0.7,0.3,0.209954615896,0.0503022564313,0.53506658946,0.0188900033434,0.0153460381143,0.0233032430625,0.00922768304915,0.0267469073888,0.0033433634236,0.0125376128385,0.707815007923,0.61704834778,Shepherd,4,4.0,4.2010694988
20,Shepherd_test16,10,41.5494039059,"thank, god, s, sin, christ, want, get, don, jesus, know, ask, worship, said, t, thing",0.0353982017549,0.0232712104477,0.8,0.2,0.310988632507,0.0757773621888,0.633897979687,0.0226128765683,0.0164525580347,0.0227255653219,0.00939072947187,0.0277214334009,0.00428217263917,0.0114191270378,0.692397208635,0.670051686394,Shepherd,4,4.0,3.76180397828
22,Shepherd_test19,10,53.4734771252,"s, christ, get, don, trust, love, want, god, ill, said, ask, bless, evil, t, know",0.0363788890548,0.0268459079122,0.9,0.1,0.242878692277,0.0665405976834,0.607459447325,0.0236531718202,0.0154925087663,0.0243863563915,0.00937201147593,0.0209116990755,0.00589735416003,0.00985017532675,0.649816493276,0.60859161261,Shepherd,4,4.0,4.3072965782
29,Shepherd_test14,10,43.3391759396,"s, don, get, pray, christ, god, want, know, listen, t, prayer, sin, ill, said, ask",0.0317168406421,0.0209627347273,0.9,0.1,0.262868451981,0.0691332445096,0.624094354203,0.0213937567437,0.0181195817986,0.0234773226179,0.00915280723295,0.0242958663541,0.00346020761246,0.0135803847156,0.65872884457,0.640910124147,Shepherd,4,4.0,3.98920365629
30,Shepherd_test4,10,44.552377224,"s, don, get, christ, ask, t, said, want, talk, thing, friend, tell, ill, preacher, ve",0.0281697079432,0.0238071367477,0.8,0.2,0.220066914967,0.0558138744758,0.55299031825,0.0210668025033,0.015172463979,0.021721729006,0.0122252947169,0.0216853442003,0.00549410566148,0.0114975986028,0.690959078511,0.655742966224,Shepherd,4,4.0,4.56211947988
31,Shepherd_test8,10,45.9584848881,"don, s, get, t, god, want, christ, know, ill, said, bless, scriptur, go, pray, i",0.0341731605156,0.0214305732657,0.9,0.1,0.320730912235,0.058487903098,0.594427635612,0.0224232342136,0.0173632771886,0.0242254106883,0.00918416857281,0.0203437998198,0.00360435294933,0.0129271504817,0.704965895871,0.660684460299,Shepherd,4,4.0,4.30879986237
34,Shepherd_test3,10,40.3222761154,"s, don, pray, get, t, ill, ask, christ, grace, love, prayer, know, want, said, do",0.0330318948399,0.0159423405417,0.9,0.1,0.255999542439,0.0520049710866,0.567657997712,0.0205658536585,0.0192,0.0228682926829,0.00881951219512,0.0218536585366,0.00429268292683,0.0111609756098,0.670997139319,0.651492831586,Shepherd,4,4.0,4.21218541187
37,Shepherd_test13,10,44.9379379749,"s, christ, sin, ask, don, god, get, heaven, said, ill, t, want, know, jesus, rememb",0.0301802103746,0.0213625364313,0.7,0.3,0.269581675676,0.0699212358375,0.608218768742,0.0210039907582,0.0154379332073,0.0198487712665,0.0107120352867,0.0249947490023,0.0052159910383,0.0116572148708,0.706010137909,0.639835032764,Shepherd,4,4.0,3.90953336103
44,Shepherd_test21,10,44.7544541359,"s, get, don, pray, know, ask, t, thank, wisdom, thing, let, ill, want, judg, prayer",0.0377097044799,0.0212609722556,1.0,0.0,0.245300746848,0.0750060835259,0.669855682675,0.021603312006,0.0232593150169,0.0257809559654,0.0100489273617,0.0184418517125,0.00560782837787,0.0134738426797,0.646634999587,0.614258248538,Shepherd,4,4.0,4.39288325393
45,Shepherd_test1,10,44.0864109993,"s, get, christ, ask, know, god, don, said, pray, ill, talk, want, i, t, jesus",0.0287313254417,0.0200459882048,0.8,0.2,0.379695511355,0.0808295891914,0.655771747346,0.0162973117051,0.0169827126647,0.022389764679,0.00898636813647,0.0252456020105,0.00719671007539,0.0105094813799,0.657374051351,0.74736787728,Shepherd,4,4.6,4.31519547495
49,Shepherd_test11,10,45.0735471249,"s, christ, get, want, don, t, god, ask, ill, sin, know, i, jesus, prayer, said",0.0322688591761,0.022095351762,0.7,0.3,0.347832866405,0.0598759410824,0.624965241409,0.0229007633588,0.0156359479293,0.028801121068,0.00870302762105,0.0245971162002,0.00593723494487,0.0130545414316,0.631888209254,0.721140740122,Shepherd,4,4.0,3.90441039307
55,Shepherd_test18,10,43.9559810162,"s, sin, get, don, rememb, christ, t, ill, want, preach, ask, said, god, say, i",0.0319881635582,0.0227563218062,0.8,0.2,0.331972196295,0.049966420255,0.589388018896,0.0204718054078,0.0183439116557,0.0267087353707,0.01118978611,0.0261217301977,0.00469604138386,0.0123271086326,0.650731616084,0.551780245313,Shepherd,4,4.0,3.71491899624
58,Shepherd_test7,10,44.3014588356,"s, christ, preach, ill, don, god, ask, said, want, listen, spirit, talk, know, t, expect",0.0293663471065,0.0205344256199,0.8,0.2,0.261208009054,0.0687141965492,0.634142563427,0.0214144724591,0.0157536032178,0.024393877323,0.0127741983539,0.0277457077949,0.00301664742468,0.0108375851924,0.700974231779,0.649592339148,Shepherd,4,4.3,3.8417940263
63,Shepherd_test17,10,45.9117929935,"s, sin, get, don, want, god, whi, christ, t, ill, heaven, i, will, thing, love",0.0350697204108,0.0215377342593,0.8,0.2,0.377287963424,0.0738138126972,0.632654257336,0.0263878166889,0.0137904414345,0.0261070952348,0.00845673380588,0.0244578566917,0.00393010035792,0.0133693592533,0.630709727341,0.607520382825,Shepherd,4,4.0,3.96599809676
66,Shepherd_test2,10,52.7102398872,"s, christ, ill, grace, don, get, said, ask, god, fear, know, preacher, rememb, t, sin",0.0327346582681,0.0226039319696,0.9,0.1,0.248826136634,0.0662522563749,0.610537315967,0.020760170308,0.0193305777419,0.0233085744476,0.0106597880474,0.0227491686608,0.00497249588215,0.0107219442459,0.648974078525,0.703514880734,Shepherd,4,4.0,4.16129497206
71,Shepherd_test12,10,45.2049951553,"s, christ, get, don, worship, ill, god, said, t, ask, sin, want, go, ve, got",0.0296570418042,0.0210424602245,0.7,0.3,0.278051214243,0.0615679690476,0.582231448435,0.0238177904312,0.0176723838622,0.0196166932852,0.00899243108117,0.0248246649538,0.00249982640094,0.0119783348379,0.664150258795,0.598374992365,Shepherd,4,4.0,3.87883299226
72,Shepherd_test5,10,50.2667839527,"s, get, want, god, don, christ, t, go, ask, know, pray, preach, thank, said, got",0.0353494972988,0.0203756095121,0.8,0.2,0.251633037586,0.0509641891303,0.57800087911,0.0237532724603,0.0143030457825,0.0249664772364,0.0110146223102,0.0288295766554,0.00545942149288,0.0124513121767,0.694459773655,0.729380707196,Shepherd,4,4.0,4.01416506779
73,DorothyDay_test8,10,23.7717339993,"negro, worker, room, get, love, too, night, morn, cotton, helen, fr, ask, go, pay, let",0.0273432148308,0.0195823955055,0.9,0.1,0.224039926375,0.158606987754,0.672246395172,0.0203526869729,0.00243953439744,0.0137310936084,0.0118491670733,0.0115703631421,0.00466996584652,0.00878232383077,0.802975009631,0.710469098191,DorothyDay,4,4.0,3.74220199611
75,DorothyDay_test13,10,27.7551689148,"christ, worker, love, get, too, hospit, cathol, go, say, room, tri, picket, communism, tax, poverti",0.0266176659275,0.0232045141518,0.5,0.5,0.273414559584,0.171230959213,0.720945726497,0.0216810585823,0.00428651301485,0.013977759831,0.0140398832081,0.0144126234702,0.00565322730944,0.0150959806175,0.719994549333,0.729104757106,DorothyDay,4,3.4,3.83956637728
76,DorothyDay_test3,10,27.7648608685,"worker, get, too, pray, ask, i, room, cathol, am, farm, prayer, tri, inde, read, visit",0.0214011825623,0.0206240422007,0.6,0.4,0.353189447599,0.17540960926,0.649704112691,0.0180561349145,0.00178773613015,0.019903462249,0.00875990703772,0.0134676121804,0.00494606996007,0.00875990703772,0.711446783181,0.603636658836,DorothyDay,4,4.0,4.42800716328
87,DorothyDay_test23,10,41.1192319393,"get, room, i, talk, too, am, worker, tri, go, rememb, say, want, maurin, babi, farm",0.0239142697606,0.0177985167293,0.7,0.3,0.436963367904,0.150570790129,0.779579465133,0.0197566508558,0.00329964941225,0.0299443184162,0.0107238605898,0.0114662817076,0.0106826149722,0.00890905341307,0.753392504486,0.629567203874,DorothyDay,4,5.1,4.23381128179
88,DorothyDay_test16,10,24.9716930389,"worker, love, too, poverti, get, ammon, maurin, say, farm, merci, peter, christ, cloth, tri, hospit",0.0299833199431,0.0215363611096,0.9,0.1,0.263693174785,0.148279196892,0.685468999515,0.025452025452,0.003276003276,0.00951300951301,0.011151011151,0.020979020979,0.001764001764,0.010836010836,0.757746049673,0.715066337575,DorothyDay,4,4.0,3.49295495936
89,DorothyDay_test6,10,29.4309201241,"love, get, worker, strike, know, christ, talk, prison, priest, done, thing, poverti, silenc, night, read",0.0264630324815,0.0222442476369,0.5,0.5,0.225062890236,0.149255112381,0.635196377751,0.0211490243105,0.00218031178459,0.0137359642429,0.0131908862967,0.0100294342091,0.0048511937207,0.0101384497983,0.725616743488,0.720018715936,DorothyDay,4,3.7,4.49518003283
