,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,judgementCount,judgementFrac,avgSD,avgEVC,groupName,rank,rfPred,svmPred
2,PastorAnderson_test5,5,39.6002190113,"s, re, say, nt, bibl, get, go, want, sin, don",0.0227161888263,0.0174687190656,0.8,0.2,566.2,0.651178760572,0.725578071802,0.769897190541,PastorAnderson,2,2.0,1.82149320817
7,PastorAnderson_test7,5,44.2778439522,"s, re, say, get, nt, go, repent, bibl, talk, know",0.0264832505991,0.024013035811,0.4,0.6,683.4,0.517715191575,0.695538691364,0.737408557649,PastorAnderson,2,2.4,2.9795558748
13,PastorAnderson_test1,5,37.9922440052,"s, re, say, get, go, want, know, tith, nt, truth",0.0253603004498,0.0166218416184,1.0,0.0,558.8,0.62145433656,0.714697090749,0.715563633755,PastorAnderson,2,2.0,1.87849638883
14,PastorAnderson_test11,5,39.80469203,"s, re, say, sin, get, save, go, nt, ve, know",0.0285665086801,0.0286604007389,0.4,0.6,725.0,0.555998195873,0.692681024125,0.722606851546,PastorAnderson,2,2.5,3.11885094813
16,PastorAnderson_test8,5,40.137802124,"s, re, nt, get, say, go, bibl, want, vers, thing",0.0325289501808,0.0181154232139,1.0,0.0,574.6,0.767773431339,0.702960179883,0.689236447373,PastorAnderson,2,2.5,2.32975764163
20,PastorAnderson_test4,5,44.9675650597,"s, re, nt, go, say, get, preach, want, let, bibl",0.0258391296448,0.0215855804936,0.8,0.2,694.2,0.712757891787,0.741428835099,0.77138187071,PastorAnderson,2,2.0,1.8886678374
21,PastorAnderson_test3,5,41.4917898178,"re, s, nt, get, go, say, want, save, ve, know",0.0259913143611,0.0165106368536,0.8,0.2,599.2,0.794720541793,0.674137787408,0.728976083509,PastorAnderson,2,2.0,2.20691887433
22,PastorAnderson_test13,5,36.1787769794,"s, re, say, nt, get, go, bibl, vers, know, shall",0.0245000084584,0.0166627581211,0.8,0.2,514.8,0.675115396969,0.736633906882,0.790272542955,PastorAnderson,2,2.0,1.82939147264
29,PastorAnderson_test6,5,33.7683429718,"s, re, say, nt, go, jesus, know, christ, unto, bibl",0.0225549334884,0.018596152097,0.6,0.4,532.2,0.632080972479,0.70213453095,0.747655891661,PastorAnderson,2,2.0,2.04411724214
34,PastorAnderson_test0,5,41.3013179302,"s, say, nt, re, get, go, bibl, know, let, husband",0.0275718097511,0.0173629434509,0.8,0.2,551.2,0.646678731288,0.750403630595,0.729458076211,PastorAnderson,2,2.0,1.81957990645
35,PastorAnderson_test10,5,36.9501531124,"s, re, say, go, nt, get, vers, sorrow, save, bibl",0.0273935913557,0.026966278732,0.6,0.4,547.8,0.667500837282,0.71344321362,0.73955518928,PastorAnderson,2,2.1,2.55233479555
40,PastorAnderson_test2,5,41.9263911247,"s, nt, say, re, go, get, unto, sin, bibl, hell",0.0231333573944,0.0261991562173,0.6,0.4,599.2,0.689680435041,0.76703976492,0.856267089285,PastorAnderson,2,2.7,2.02953444511
41,PastorAnderson_test12,5,44.8574810028,"s, nt, say, re, get, let, bibl, go, want, know",0.021337609843,0.0218293587497,0.4,0.6,669.2,0.606741895953,0.731412292249,0.655313767866,PastorAnderson,2,2.4,2.30984405904
43,PastorAnderson_test9,5,39.0993499756,"s, re, say, nt, get, bibl, go, preach, know, husband",0.0265917933002,0.0186632350016,1.0,0.0,668.8,0.632542740846,0.689897960683,0.744370896225,PastorAnderson,2,2.0,1.72135842929
46,Unitarian_test16,5,12.6057159901,"bread, want, dont, wonder, hope, buddha, sacr, say, hermion, am",0.0248248871638,0.0235845869994,0.6,0.4,122.4,0.651112878708,0.623808050894,0.696627017492,Unitarian,7,4.07376923077,4.34002163512
47,Unitarian_test6,5,16.3903360367,"let, gift, dont, breath, rememb, flow, unitarian, bonni, winter, miracl",0.0306145578955,0.0195424370921,1.0,0.0,131.4,0.615454483189,0.663742799401,0.677326585425,Unitarian,7,3.9143185479,4.10286798504
53,Unitarian_test13,5,14.6990029812,"evil, nt, passion, michelangelo, s, am, love, i, thing, want",0.0264092145425,0.0268971487641,0.6,0.4,138.4,0.704275417049,0.638009307755,0.650900376932,Unitarian,7,4.605,4.79766177183
54,Unitarian_test3,5,15.2966961861,"nt, listen, s, love, sky, feel, am, say, get, heaven",0.0309589495061,0.0189286445735,1.0,0.0,146.2,0.712308752504,0.662461667294,0.577254962091,Unitarian,7,5.40630952381,4.14820218206
61,Unitarian_test15,5,19.9227428436,"let, nt, say, s, know, love, heaven, compass, congreg, i",0.0311528651094,0.0196710541455,1.0,0.0,178.0,0.695258282281,0.688356429726,0.594889232959,Unitarian,7,6.87142857143,4.17222377177
62,Unitarian_test5,5,18.1806621552,"say, amen, silenc, racism, let, i, am, get, rustin, love",0.0264770110314,0.0178512006327,1.0,0.0,144.6,0.546624084673,0.753871744759,0.482727759989,Unitarian,7,4.40980848861,4.04106062412
69,Unitarian_test9,5,15.1923401356,"depress, want, dont, am, say, feel, anger, fear, i, get",0.0257081039985,0.0300359084791,0.2,0.8,146.2,0.697119661009,0.678810889375,0.69709175431,Unitarian,7,4.005,2.46533030085
70,Unitarian_test7,5,14.6634740829,"bread, love, say, i, fortun, s, talk, know, let, enemi",0.0330828873664,0.0201031765486,1.0,0.0,134.0,0.621202333817,0.698593431772,0.705236661434,Unitarian,7,3.72413621971,3.94239672613
77,Unitarian_test10,5,14.0289850235,"unitarian, nt, let, am, s, universalist, bread, dream, i, glass",0.0271985773242,0.0208923111501,0.8,0.2,112.6,0.708275074479,0.73047005583,0.655968625486,Unitarian,7,4.31285714286,3.91913537795
78,Unitarian_test0,5,18.410063982,"luck, cloth, am, get, i, silenc, realli, dont, too, whi",0.0322599879649,0.0159113772733,1.0,0.0,160.4,0.622900837704,0.674227865876,0.674363439505,Unitarian,7,5.11304347826,3.84177304153
84,Unitarian_test12,5,15.2940480709,"am, say, s, congreg, love, ourselv, forgiv, i, know, nt",0.0317481960544,0.0250696313783,0.8,0.2,149.2,0.690964791053,0.720381300958,0.608472226771,Unitarian,7,5.37142857143,4.17443266967
86,Unitarian_test2,5,15.0072329044,"sing, guilt, feel, nt, abort, s, wonder, i, love, realli",0.0307103068165,0.0239271770399,0.8,0.2,149.0,0.709503246475,0.666010705074,0.635909164418,Unitarian,7,5.69523809524,4.01028968144
93,Unitarian_test14,5,13.7929739952,"am, get, hope, rosa, i, ask, privileg, dont, want, whi",0.0282801712864,0.0197881086293,0.8,0.2,138.8,0.677211878333,0.664001602556,0.60417789066,Unitarian,7,4.48252131287,4.04950998391
94,Unitarian_test4,5,13.0483448505,"bend, forgiv, promis, guilt, i, say, dont, get, mind, truth",0.0256755492418,0.0277993193716,0.6,0.4,128.2,0.53263782797,0.618369690384,0.677786434814,Unitarian,7,3.3,3.50446020376
99,Unitarian_test8,5,17.7156751156,"listen, moment, nt, know, s, let, i, hear, want, feel",0.0263265138722,0.0158461001994,0.8,0.2,172.0,0.745104417965,0.694785896793,0.531399603786,Unitarian,7,5.49523809524,3.98509761282
100,Unitarian_test11,5,17.7314579487,"nt, let, friendship, congreg, s, know, want, am, get, n",0.0334873581703,0.0210177235184,1.0,0.0,170.8,0.685126080675,0.637983467989,0.604842070553,Unitarian,7,5.37142857143,3.99478952771
101,Unitarian_test1,5,14.3243238926,"resist, unitarian, s, am, thank, i, spiritu, breath, say, prayer",0.0267976578236,0.0179479526228,1.0,0.0,123.0,0.648306305813,0.70876797641,0.711570553734,Unitarian,7,4.9143185479,4.04124295846
105,Shepherd_test42,5,13.5035488605,"s, don, jesus, know, said, t, love, say, thing, get",0.0301316624797,0.0219641245273,1.0,0.0,171.2,0.526169466898,0.69765679458,0.591272872472,Shepherd,4,4.31304347826,4.2852708905
106,Shepherd_test15,5,12.8402969837,"mind, s, christ, jesus, scriptur, nt, sin, god, get, said",0.0308741674342,0.0238549858323,0.6,0.4,144.4,0.634841757108,0.665433937806,0.632893177091,Shepherd,4,4.31172768879,3.98388686945
107,Shepherd_test39,5,12.5702030659,"evil, s, love, get, happen, ill, don, t, christ, said",0.0358612616674,0.0279659517029,0.4,0.6,174.8,0.530515513575,0.676781415575,0.73367572481,Shepherd,4,3.1,3.48950488351
108,Shepherd_test7,5,10.3414199352,"rememb, god, want, s, christ, love, jesus, dont, evil, get",0.0350643618792,0.0214442265966,1.0,0.0,135.2,0.690091781652,0.654217170151,0.637743436837,Shepherd,4,4.78575630252,4.02672029117
