,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,PSJudge,toBeFrac,pronounFrac,nous,vous,je,ils,il,elle,le,avgSD,avgEVC
0,Shepherd_train32,10,45.8267290592,"s, don, christ, get, know, want, t, thank, god, pray, spirit, said, ask, i, ill",0.0336121777473,0.0196326840194,0.9,0.1,0.316978445264,0.061279878742,0.584588507531,0.0213927250082,0.0160445437562,0.0226748232536,0.00754606395839,0.0250924942306,0.0060441774424,0.0120150921279,0.612030768201,0.660869978214
1,DorothyDay_test8,10,23.7717339993,"negro, worker, room, get, love, too, night, morn, cotton, helen, fr, ask, go, pay, let",0.0273432148308,0.0195823955055,0.9,0.1,0.224039926375,0.158606987754,0.672246395172,0.0203526869729,0.00243953439744,0.0137310936084,0.0118491670733,0.0115703631421,0.00466996584652,0.00878232383077,0.802975009631,0.710469098191
2,Shepherd_train27,10,46.3379340172,"get, s, trust, don, want, lord, pray, say, christ, know, t, ill, listen, ask, thing",0.0348976959514,0.0193893058363,1.0,0.0,0.272617256861,0.0714832827625,0.626679303453,0.0187089403028,0.0190302770637,0.022315052842,0.00903313339046,0.0246715224222,0.00671236789489,0.0118894601542,0.622013930543,0.613921420445
3,Unitarian_train13,10,51.9613950253,"am, nt, say, tell, get, homeless, s, forgiv, want, i, know, jesus, unitarian, yes, let",0.0256701397981,0.0234607000065,0.7,0.3,0.267180960781,0.117708615154,0.64260345966,0.0162593646743,0.0098472208591,0.0193018614846,0.0115811168908,0.0141001733896,0.00405666241371,0.00929106552818,0.692690619807,0.651400767076
4,Unitarian_test6,10,46.7708530426,"am, want, i, dont, let, unitarian, tell, know, say, get, love, rememb, ask, hope, congreg",0.0266597239927,0.0221381570049,0.8,0.2,0.326209669809,0.128129973977,0.705900480661,0.0210408141093,0.0100677217253,0.0259298156665,0.0101763662043,0.00706189113823,0.00478035707819,0.0118060333901,0.682846347231,0.578493965076
5,JohnPiper_train57,9,33.4695160389,"s, god, vers, say, hear, nt, spirit, save, abraham, want, jesus, trajectori, will, christ, pray",0.025753503883,0.0223029359624,0.555555555556,0.444444444444,0.475973302204,0.126086941409,0.738194715136,0.016731016731,0.0142457728665,0.0140682554476,0.013358185772,0.0223228154263,0.000621310966139,0.0115386322283,0.754376122254,0.681837726509
6,WBC_train34,10,63.2097039223,"unto, shall, injuri, thou, hope, god, lord, ye, christ, spirit, heaven, say, longsuff, jeremiah, s",0.0251482935476,0.0240791984939,0.5,0.5,0.354612697654,0.200568711864,0.593496901569,0.0134776899636,0.00663974432029,0.0117434283874,0.0163763843124,0.0245521888859,0.00252706686817,0.00800237841588,0.716969545083,0.803461454921
7,DorothyDay_train68,10,20.8983469009,"worker, cooper, prayer, talk, get, ask, am, love, go, pray, too, cathol, thing, farm, tell",0.0293809864126,0.0176485745935,0.9,0.1,0.332342952309,0.141216583947,0.69220035559,0.0187222092207,0.00780092050862,0.0136516108901,0.011779389968,0.0132615648647,0.00249629456276,0.00834698494422,0.70440086408,0.655794209609
8,Shepherd_train44,10,52.1981079578,"s, christ, pray, don, god, want, ill, mind, said, t, ask, sin, get, know, someon",0.030937764429,0.0261685251561,0.8,0.2,0.247201619618,0.0629281787821,0.548783615959,0.0228087428227,0.0143704596644,0.0182089268153,0.0066300796244,0.0269644386638,0.00431431018621,0.0105319925134,0.683994207273,0.720458852656
9,Shepherd_test15,10,40.4526438713,"love, s, rememb, prais, god, whi, get, want, don, faith, ask, know, ill, i, jesus",0.0401613791485,0.0203761245011,0.9,0.1,0.346009460832,0.0630423389092,0.621636182698,0.0207453568939,0.0200073797712,0.0254192120044,0.0108646631954,0.0242302488623,0.00483785002665,0.012463613628,0.665900900114,0.672541679307
10,DorothyDay_test13,10,27.7551689148,"christ, worker, love, get, too, hospit, cathol, go, say, room, tri, picket, communism, tax, poverti",0.0266176659275,0.0232045141518,0.5,0.5,0.273414559584,0.171230959213,0.720945726497,0.0216810585823,0.00428651301485,0.013977759831,0.0140398832081,0.0144126234702,0.00565322730944,0.0150959806175,0.719994549333,0.729104757106
11,PastorAnderson_test5,10,182.202260017,"s, nt, re, say, go, preach, get, bibl, want, let, vers, know, thing, unto, whi",0.0253552320453,0.0178368889438,0.9,0.1,0.484194829278,0.0825817242874,0.701683517902,0.014212853363,0.0238911711461,0.0222113911711,0.0167977997493,0.0133860186604,0.00307234368472,0.0165105834842,0.745459604465,0.744720737701
12,DorothyDay_test3,10,27.7648608685,"worker, get, too, pray, ask, i, room, cathol, am, farm, prayer, tri, inde, read, visit",0.0214011825623,0.0206240422007,0.6,0.4,0.353189447599,0.17540960926,0.649704112691,0.0180561349145,0.00178773613015,0.019903462249,0.00875990703772,0.0134676121804,0.00494606996007,0.00875990703772,0.711446783181,0.603636658836
13,DorothyDay_train29,10,26.9473559856,"love, talk, worker, too, say, go, farm, shall, am, inde, tell, girl, i, get, tri",0.0238797085853,0.021546651226,0.4,0.6,0.335772068397,0.181429476527,0.712674762638,0.0201152805552,0.00235266439242,0.0150570521115,0.0125867544995,0.0115280555229,0.00546994471239,0.0123514880602,0.737579233044,0.712464880492
14,Unitarian_train25,10,55.2693321705,"let, dont, say, love, bless, unitarian, s, bread, hope, ourselv, congreg, too, i, thing, y",0.0296924291856,0.0278452509018,0.9,0.1,0.266090665871,0.114813176904,0.6323825105,0.0230931154037,0.0103392768697,0.0195950965825,0.0112060425953,0.00739846458643,0.00300272412085,0.0103702327885,0.674080453539,0.639085553644
15,JohnPiper_test8,10,35.4133439064,"vers, worship, god, jesus, say, s, christ, abid, promis, spirit, love, prayer, sin, coven, let",0.030170315801,0.0183174868734,0.9,0.1,0.449439326588,0.125782852779,0.688555858945,0.020109307856,0.0187325295173,0.0167299428428,0.00763486169636,0.0192748967416,0.000166882222871,0.00992949226084,0.752101636198,0.684858309164
