,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,PSJudge,toBeFrac,pronounFrac,nous,vous,je,ils,il,elle,le,avgSD,avgEVC
0,PastorAnderson_train39,1,11.3200778961,"s, re, temptat, nt, pride, want, go, devil, get, say, pastor, tempt, thing, know, tri, congreg, sin, bibl, drink, ve",0.0389910465004,0.0260903051892,1.0,0.0,0.636849132176,0.0854472630174,0.807743658211,0.0199287571002,0.0303263695003,0.0247424665447,0.0126119187446,0.0194473861558,0.00038509675556,0.0203138538558,0.694450020641,0.696371565636
1,PastorAnderson_train24,1,10.963093996,"s, nt, re, say, bibl, get, want, talk, know, sin, preach, thing, should, go, sodomit, staff, let, biblic, word, said",0.0254410761283,0.0231991422166,1.0,0.0,0.635750421585,0.134907251265,0.745362563238,0.0167657666439,0.0209572083049,0.016570815869,0.0187152743932,0.00838288332196,0.00224193391169,0.0281703869773,0.685393749388,0.708010534472
2,Bahai_train38,1,1.27728009224,"baha'u'llah, nobl, agreement, harmoni, cincinnati, fellowship, happi, standardbear, uniti, persia, realiz, orient, epistl, principl, peac, fifti, taft, america—prais, taught, patriot",0.0233545647558,0.00212314225053,1.0,0.0,0.52380952381,0.190476190476,0.571428571429,0.00212314225053,0.0,0.0127388535032,0.00636942675159,0.0148619957537,0.0,0.00212314225053,0.483007099904,0.573264456473
3,IntegralYoga_test11,1,1.54372406006,"joy, dedic, don't, everyth, yoga, should, “what, eat, selfless, let, heaven, karma, happi, motto, am, mind, alway, find, will, learn",0.0449678800857,0.00856531049251,1.0,0.0,0.5625,0.0208333333333,0.708333333333,0.017130620985,0.0642398286938,0.0107066381156,0.00642398286938,0.00214132762313,0.00214132762313,0.00856531049251,0.749218508192,0.511946868865
4,Shepherd_train32,1,4.02652716637,"encourag, gift, s, let, preacher, don, merci, know, someon, t, ill, ask, someth, if, want, should, els, pay, motionless, said",0.0304481696887,0.0191583989052,1.0,0.0,0.35736677116,0.0626959247649,0.557993730408,0.0150530277113,0.0157372562436,0.0280533698255,0.0109476565173,0.033185083818,0.00136845706466,0.0164214847759,0.607550689598,0.498609739714
5,ISIS_test2,1,3.33653497696,"allah, prophet, yahyā, īsā, ibn, isrā'īl, alayhissalām, lesson, yahya, messeng, proph, albaqarah, shahid, disbeliev, said, et, legaci, mention, sallallāhu, maryam",0.0097623089983,0.0390492359932,0.0,1.0,0.566037735849,0.235849056604,0.754716981132,0.00636672325976,0.0118845500849,0.00509337860781,0.0271646859083,0.0335314091681,0.000424448217317,0.00636672325976,0.752301617041,0.532979936909
6,DorothyDay_test8,1,4.08593297005,"car, farm, got, walk, floor, get, go, truck, job, prayer, pray, round, goat, wagon, newburgh, wonder, street, garden, mott, hugh",0.0222434064188,0.0184302510327,1.0,0.0,0.560606060606,0.272727272727,0.795454545455,0.0193835398793,0.00413091833492,0.0123927550048,0.0165236733397,0.0063552589768,0.00095328884652,0.0142993326978,0.792716575859,0.627704362314
7,Shepherd_train27,1,4.13926577568,"servant, talk, foolish, ignor, preacher, don, know, silenc, love, s, re, someon, whi, t, want, say, tri, ask, repli, ve",0.0373582388259,0.0206804536358,1.0,0.0,0.357142857143,0.0753968253968,0.68253968254,0.0100066711141,0.0180120080053,0.0280186791194,0.00733822548366,0.0223482321548,0.0156771180787,0.00733822548366,0.667095741443,0.595433512589
8,JohnPiper_train39,1,3.51382398605,"sin, bibl, christ, anvil, hammer, s, god, etern, nt, whi, hope, everlast, glori, save, trust, realiti, say, someth, heaven, remedi",0.0328413284133,0.0317343173432,1.0,0.0,0.372972972973,0.102702702703,0.540540540541,0.0151291512915,0.009963099631,0.0143911439114,0.00258302583026,0.0258302583026,0.0,0.00959409594096,0.734628652073,0.727665914945
9,Unitarian_test6,1,4.71306610107,"safeti, courag, congreg, love, tragedi, let, y, sermon, am, hope, knoxvill, i, someth, woman, valor, universalist, n, l, happen, shoot",0.0310391363023,0.0391363022942,0.0,1.0,0.395918367347,0.163265306122,0.628571428571,0.0172739541161,0.00620782726046,0.0302294197031,0.00674763832659,0.00512820512821,0.00620782726046,0.00944669365722,0.648174891103,0.60642242972
