,group,filepath,subgroup
0,DorothyDay,./data_dsicap/fake_data/DorothyDay/raw/12.html.txt,test-02J4GH
1,DorothyDay,./data_dsicap/fake_data/DorothyDay/raw/13.html.txt,test-CD7LIK
2,DorothyDay,./data_dsicap/fake_data/DorothyDay/raw/2.html.txt,test-WI8NU0
3,DorothyDay,./data_dsicap/fake_data/DorothyDay/raw/3.html.txt,test-TSNP12
4,DorothyDay,./data_dsicap/fake_data/DorothyDay/raw/5.html.txt,test-B664D5
5,NaumanKhan,./data_dsicap/fake_data/NaumanKhan/raw/al_furqan_being_peaceful_and_greatful.docx.txt,test-CE0DD8
6,NaumanKhan,./data_dsicap/fake_data/NaumanKhan/raw/are_you_living_a_dream.txt,test-J9HFII
7,NaumanKhan,./data_dsicap/fake_data/NaumanKhan/raw/be_like_the_bee.docx.txt,test-KBS3KV
8,NaumanKhan,./data_dsicap/fake_data/NaumanKhan/raw/believers_response_by_nouman_ali_khan.txt,test-5UJLIL
9,NaumanKhan,./data_dsicap/fake_data/NaumanKhan/raw/chronicles_of_the_sahaba_in_their_youth.docx.txt,test-BSBIMZ
10,NawDawg,./data_dsicap/fake_data/NawDawg/raw/naw_dawg.txt,test-TRTWXX
11,NawDawg,./data_dsicap/fake_data/NawDawg/raw/yea_dawg.txt,test-OUCYEX
12,Rabbinic,./data_dsicap/fake_data/Rabbinic/raw/where-do-you-put-your-menorah.txt,test-5S1EBC
13,Rabbinic,./data_dsicap/fake_data/Rabbinic/raw/who-jew-revisited.txt,test-B7G64M
14,Rabbinic,./data_dsicap/fake_data/Rabbinic/raw/why-synagogue.txt,test-VMIKKY
15,Rabbinic,./data_dsicap/fake_data/Rabbinic/raw/will-believe.txt,test-UJLXLC
16,Rabbinic,./data_dsicap/fake_data/Rabbinic/raw/zerizus.txt,test-VII669
